AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SERVICIO_VEHICULO_VICTIMA,CLASE_VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2018,Abril,Peaton,herido,Atropello,PUBLICO,MICROBUS,M,40.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,40.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,40.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,40.0,1
2018,Mayo,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,40.0,1
2018,Mayo,Peaton,herido,Choque,PUBLICO,BUS,M,40.0,1
2018,Junio,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,40.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,40.0,1
2018,Junio,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,40.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,41.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Febrero,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,41.0,1
2018,Febrero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,41.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,41.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,41.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Abril,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,41.0,1
2018,Abril,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,41.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,41.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,41.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,F,41.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Junio,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,41.0,1
2018,Junio,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,41.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Junio,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,41.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,42.0,1
2018,Enero,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,42.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,42.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Febrero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,42.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,42.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,F,42.0,1
2018,Marzo,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Abril,Motociclista,muerto,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,F,42.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,42.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,42.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,43.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,43.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,CAMPERO,M,43.0,1
2018,Marzo,Acompañante,herido,Choque,PUBLICO,CAMION,M,43.0,1
2018,Abril,Acompañante,herido,Atropello,PARTICULAR,AUTOMOVIL,M,43.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,CAMION,M,43.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,F,43.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Junio,Conductor,herido,Choque,OTROS,OTROS,M,43.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,43.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,43.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,F,44.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,44.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,44.0,1
2018,Enero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,44.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,44.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,44.0,1
2018,Marzo,Ciclista,muerto,Choque,OTROS,BICICLETA,M,44.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,44.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,44.0,1
2018,Junio,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,44.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,44.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,45.0,1
2018,Enero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,45.0,1
2018,Enero,Ciclista,herido,Choque,OTROS,BICICLETA,F,45.0,1
2018,Febrero,Conductor,herido,Atropello,PUBLICO,AUTOMOVIL,M,45.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,45.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,45.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,M,45.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,45.0,1
2018,Abril,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,45.0,1
2018,Mayo,Peaton,herido,Choque,PUBLICO,BUS,F,45.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,45.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,45.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,45.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,F,46.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,46.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,46.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,46.0,1
2018,Mayo,Peaton,herido,Atropello,PUBLICO,MICROBUS,M,46.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,46.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,47.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,47.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,F,47.0,1
2018,Enero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,47.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,47.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,47.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,47.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,47.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,47.0,1
2018,Marzo,Pasajero,herido,Atropello,PARTICULAR,CAMIONETA,M,47.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,F,47.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,47.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,M,47.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,47.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,F,48.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,CAMIONETA,M,48.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Enero,Motociclista,muerto,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,48.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,48.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,48.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Abril,Peaton,herido,Volcamiento,PUBLICO,CAMION,M,48.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,BUS,M,48.0,1
2018,Mayo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,48.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,48.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,48.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,48.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,48.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,49.0,1
2018,Enero,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,49.0,1
2018,Febrero,Pasajero,muerto,Volcamiento,PUBLICO,AUTOMOVIL,M,49.0,1
2018,Febrero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,49.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,49.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,49.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,F,49.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,49.0,1
2018,Mayo,Peaton,herido,Atropello,PUBLICO,BUSETA,M,49.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,49.0,1
2018,Abril,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,5.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,F,5.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,50.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Febrero,Conductor,herido,Choque,OTROS,BICICLETA,M,50.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,50.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,50.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,50.0,1
2018,Junio,Ciclista,herido,Choque,OTROS,BICICLETA,M,50.0,1
2018,Enero,Acompañante,herido,Choque,PUBLICO,AUTOMOVIL,M,51.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,51.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,51.0,1
2018,Febrero,Conductor,herido,Volcamiento,PUBLICO,AUTOMOVIL,M,51.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,51.0,1
2018,Marzo,Pasajero,herido,Choque,OTROS,BICICLETA,F,51.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,51.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,51.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,51.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,51.0,1
2018,Junio,Conductor,herido,Choque,OTROS,TRACCION ANIMAL,M,51.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,51.0,1
2018,Enero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,52.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,CAMIONETA,F,52.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,52.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,52.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,52.0,1
2018,Junio,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,52.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,52.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,53.0,1
2018,Febrero,Ciclista,herido,Choque,OTROS,BICICLETA,M,53.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,53.0,1
2018,Mayo,Peaton,herido,Atropello,PUBLICO,BUSETA,M,53.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,53.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,54.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,54.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,54.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,54.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,54.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,54.0,1
2018,Abril,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,54.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,54.0,1
2018,Mayo,Acompañante,herido,Choque,PUBLICO,BUSETA,M,54.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,55.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,55.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,55.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,55.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,55.0,1
2018,Mayo,Peaton,muerto,Atropello,PUBLICO,BUSETA,F,55.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,55.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,56.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,56.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,56.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,56.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,CAMPERO,M,56.0,1
2018,Marzo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,56.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,CAMPERO,M,56.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,56.0,1
2018,Mayo,Pasajero,herido,Caida Ocupante,PUBLICO,BUS,M,56.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,56.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,56.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,56.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,56.0,1
2018,Enero,Peaton,herido,Atropello,OFICIAL,MOTOCICLETA,M,57.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,57.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,F,57.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,57.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,F,57.0,1
2018,Febrero,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,57.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,F,57.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,57.0,1
2018,Enero,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,58.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,58.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,CAMIONETA,F,58.0,1
2018,Febrero,Motociclista,herido,Choque,OFICIAL,MOTOCICLETA,M,58.0,1
2018,Febrero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,58.0,1
2018,Febrero,Pasajero,herido,Caida Ocupante,PUBLICO,BUS,F,58.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,CAMIONETA,M,58.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,F,58.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,58.0,1
2018,Abril,Peaton,herido,Choque,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Abril,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,58.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,58.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,58.0,1
2018,Junio,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,58.0,1
2018,Junio,Ciclista,herido,Choque,OTROS,BICICLETA,M,58.0,1
2018,Junio,Acompañante,herido,Atropello,PARTICULAR,MOTOCICLETA,F,58.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Enero,Ciclista,herido,Choque,OTROS,BICICLETA,M,59.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,59.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,59.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,59.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,59.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,59.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,59.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,F,6.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,6.0,1
2018,Febrero,Pasajero,herido,Caida Ocupante,PUBLICO,MICROBUS,F,60.0,1
2018,Marzo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,60.0,1
2018,Abril,Ciclista,herido,Choque,OTROS,BICICLETA,M,60.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,CAMION,M,60.0,1
2018,Abril,Ciclista,herido,Choque,OTROS,BICICLETA,M,60.0,1
2018,Mayo,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,60.0,1
2018,Mayo,Pasajero,herido,Caida Ocupante,PUBLICO,MICROBUS,F,60.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,61.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,F,61.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,61.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,61.0,1
2018,Enero,Peaton,herido,Atropello,PUBLICO,CAMION,M,62.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,62.0,1
2018,Febrero,Ciclista,herido,Choque,OTROS,BICICLETA,F,62.0,1
2018,Febrero,Ciclista,herido,Choque,OTROS,BICICLETA,M,62.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,62.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,62.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,62.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,62.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,62.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,63.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,63.0,1
2018,Marzo,Peaton,herido,Atropello,PUBLICO,BUS,M,63.0,1
2018,Mayo,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,63.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,63.0,1
2018,Junio,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,F,63.0,1
2018,Enero,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,64.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,64.0,1
2018,Enero,Peaton,herido,Atropello,PUBLICO,BUS,M,64.0,1
2018,Febrero,Peaton,herido,Choque,PARTICULAR,AUTOMOVIL,F,64.0,1
2018,Marzo,Pasajero,herido,Atropello,PARTICULAR,MOTOCICLETA,F,64.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,CAMION,M,64.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,64.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,64.0,1
2018,Mayo,Peaton,herido,Atropello,PUBLICO,BUS,M,64.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,64.0,1
2018,Junio,Peaton,herido,Atropello,PUBLICO,BUS,M,64.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,CAMPERO,M,65.0,1
2018,Abril,Conductor,herido,Atropello,PARTICULAR,AUTOMOVIL,M,65.0,1
2018,Mayo,Ciclista,herido,Choque,OTROS,BICICLETA,M,65.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,65.0,1
2018,Febrero,Peaton,herido,Atropello,PUBLICO,MICROBUS,M,66.0,1
2018,Abril,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,66.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,M,67.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,67.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,67.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,F,67.0,1
2018,Febrero,Pasajero,herido,Caida Ocupante,PUBLICO,BUS,M,68.0,1
2018,Marzo,Pasajero,herido,Caida Ocupante,PUBLICO,BUSETA,F,68.0,1
2018,Marzo,Conductor,herido,Choque,OTROS,OTROS,M,68.0,1
2018,Abril,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,68.0,1
