AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SERVICIO_VEHICULO_VICTIMA,CLASE_VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,M,1.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,1.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,10.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,10.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,10.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,BUSETA,M,10.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,11.0,1
2018,Junio,Ciclista,herido,Choque,OTROS,BICICLETA,M,11.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,12.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,12.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,12.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,BUSETA,M,12.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,12.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,12.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,F,13.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,13.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,13.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,13.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,13.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,BUSETA,M,13.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,BUSETA,M,13.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,14.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,14.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,14.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,14.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,14.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,14.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,F,14.0,1
2018,Febrero,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,F,15.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,15.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,15.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,15.0,1
2018,Abril,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,15.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,15.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,15.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,16.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,CAMIONETA,M,16.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,16.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,16.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,16.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,16.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,16.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,16.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,16.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,16.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,17.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,17.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUSETA,F,17.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,17.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,17.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,17.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,17.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,17.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,17.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,17.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,CAMIONETA,M,18.0,1
2018,Enero,Ciclista,herido,Choque,OTROS,BICICLETA,M,18.0,1
2018,Enero,Peaton,herido,Atropello,PUBLICO,BUS,M,18.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Febrero,Conductor,herido,Volcamiento,PARTICULAR,CAMPERO,M,18.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,18.0,1
2018,Marzo,Acompañante,herido,Volcamiento,OFICIAL,MOTOCICLETA,M,18.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Abril,Acompañante,herido,Volcamiento,PARTICULAR,AUTOMOVIL,F,18.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,18.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,18.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,18.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,18.0,1
2018,Junio,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,18.0,1
2018,Enero,Acompañante,herido,Choque,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,19.0,1
2018,Enero,Pasajero,herido,Caida Ocupante,PUBLICO,BUSETA,M,19.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Febrero,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,CAMIONETA,M,19.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Marzo,Peaton,muerto,Atropello,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,19.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Marzo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Abril,Ciclista,herido,Choque,OTROS,BICICLETA,M,19.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Abril,Acompañante,herido,Choque,PUBLICO,AUTOMOVIL,M,19.0,1
2018,Abril,Motociclista,herido,Choque,OTROS,MOTOCICLETA,M,19.0,1
2018,Abril,Acompañante,herido,Choque,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Abril,Acompañante,herido,Volcamiento,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,19.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Mayo,Peaton,herido,Atropello,OFICIAL,MOTOCICLETA,M,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,19.0,1
2018,Mayo,Pasajero,herido,Choque,PARTICULAR,CAMIONETA,M,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,19.0,1
2018,Mayo,Peaton,muerto,Atropello,PUBLICO,VOLQUETA,M,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Mayo,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,19.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,19.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Mayo,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Junio,Acompañante,herido,Choque,OTROS,MOTOCICLETA,M,19.0,1
2018,Junio,Motociclista,herido,Choque,OTROS,MOTOCICLETA,M,19.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Junio,Acompañante,herido,Volcamiento,PARTICULAR,CAMIONETA,F,19.0,1
2018,Junio,Acompañante,herido,Volcamiento,PARTICULAR,CAMIONETA,F,19.0,1
2018,Junio,Acompañante,herido,Volcamiento,PARTICULAR,CAMIONETA,F,19.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,19.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Junio,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,19.0,1
2018,Junio,Motociclista,muerto,Choque,OTROS,MOTOCICLETA,M,19.0,1
2018,Febrero,Peaton,herido,Choque,PUBLICO,BUS,M,2.0,1
2018,Enero,Pasajero,herido,Caida Ocupante,PUBLICO,BUS,M,20.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,20.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,20.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Febrero,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,20.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,20.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,F,20.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,F,20.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,20.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Abril,Ciclista,herido,Choque,OTROS,BICICLETA,M,20.0,1
2018,Abril,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Abril,Peaton,herido,Atropello,PARTICULAR,AUTOMOVIL,M,20.0,1
2018,Abril,Acompañante,herido,Otro,PARTICULAR,MOTOCICLETA,F,20.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Abril,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,20.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,20.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Junio,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,20.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,20.0,1
2018,Enero,Pasajero,herido,Atropello,PUBLICO,BUS,M,21.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,F,21.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,21.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Febrero,Pasajero,herido,Choque,PUBLICO,BUSETA,M,21.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,21.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,F,21.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Marzo,Pasajero,herido,Atropello,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,21.0,1
2018,Abril,Motociclista,herido,Otro,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,21.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Abril,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,21.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,21.0,1
2018,Mayo,Ciclista,herido,Atropello,OTROS,BICICLETA,M,21.0,1
2018,Mayo,Peaton,herido,Atropello,PUBLICO,BUS,F,21.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,21.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Mayo,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,21.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Junio,Conductor,herido,Otro,PARTICULAR,AUTOMOVIL,M,21.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,21.0,1
2018,Junio,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Junio,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,21.0,1
2018,Enero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,22.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,M,22.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,F,22.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Febrero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,22.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,CAMIONETA,M,22.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Febrero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,22.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Febrero,Peaton,herido,Choque,PARTICULAR,MOTOCICLETA,F,22.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,22.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,F,22.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,BUS,M,22.0,1
2018,Marzo,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,F,22.0,1
2018,Marzo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,22.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,F,22.0,1
2018,Marzo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,22.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Abril,Peaton,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,22.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Mayo,Motociclista,herido,Caida Ocupante,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Junio,Acompañante,herido,Choque,PUBLICO,MICROBUS,M,22.0,1
2018,Junio,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Junio,Motociclista,herido,Choque,OTROS,MOTOCICLETA,M,22.0,1
2018,Junio,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,22.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Ciclista,herido,Choque,OTROS,BICICLETA,M,23.0,1
2018,Enero,Pasajero,herido,Choque,PARTICULAR,AUTOMOVIL,F,23.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Febrero,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Febrero,Peaton,herido,Choque,PUBLICO,BUS,M,23.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,23.0,1
2018,Marzo,Acompañante,herido,Choque,PUBLICO,CAMION,M,23.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,F,23.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Marzo,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,23.0,1
2018,Marzo,Ciclista,herido,Choque,OTROS,BICICLETA,M,23.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,23.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,AUTOMOVIL,M,23.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Mayo,Conductor,herido,Choque,PUBLICO,AUTOMOVIL,M,23.0,1
2018,Mayo,Acompañante,herido,Choque,PARTICULAR,AUTOMOVIL,M,23.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Junio,Acompañante,herido,Volcamiento,PARTICULAR,CAMIONETA,M,23.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Junio,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,23.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,24.0,1
2018,Enero,Pasajero,herido,Choque,PUBLICO,BUS,M,24.0,1
2018,Enero,Peaton,herido,Atropello,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Enero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,F,24.0,1
2018,Febrero,Conductor,herido,Choque,PARTICULAR,AUTOMOVIL,M,24.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Febrero,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Febrero,Motociclista,herido,Choque,OTROS,MOTOCICLETA,M,24.0,1
2018,Febrero,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCARRO,M,24.0,1
2018,Marzo,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Marzo,Acompañante,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Marzo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Marzo,Motociclista,herido,Atropello,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Abril,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Abril,Peaton,herido,Atropello,PUBLICO,BUS,M,24.0,1
2018,Abril,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,24.0,1
2018,Mayo,Ciclista,herido,Choque,OTROS,BICICLETA,M,24.0,1
2018,Mayo,Conductor,herido,Choque,PARTICULAR,CAMIONETA,M,24.0,1
2018,Mayo,Pasajero,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Mayo,Conductor,herido,Choque,OTROS,AUTOMOVIL,M,24.0,1
2018,Mayo,Acompañante,herido,Choque,PUBLICO,AUTOMOVIL,M,24.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,24.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,AUTOMOVIL,M,24.0,1
2018,Mayo,Motociclista,herido,Choque,PARTICULAR,MOTOCICLETA,M,24.0,1
2018,Mayo,Pasajero,herido,Choque,PUBLICO,BUS,M,24.0,1
