LATITUD,LONGITUD
10.946585800000001,-74.82651259999999
11.0161888,-74.79532689999998
10.9529652,-74.77188220000001
10.985706599999999,-74.81242040000001
10.958396400000002,-74.79471000000002
10.9535005,-74.77620259999998
10.951457000000001,-74.7888007
10.9449431,-74.8239093
10.9444461,-74.82552830000002
11.0161353,-74.8264777
10.9671994,-74.79255140000001
10.988912,-74.79912
11.016309399999999,-74.8479578
10.995716499999999,-74.8162959
11.000477400000001,-74.84121479999999
10.936994,-74.77969859999999
10.997878199999999,-74.8121558
10.9983184,-74.80248510000001
10.9887032,-74.7894895
11.0061612,-74.81332689999998
10.967657699999998,-74.7855721
10.952881199999998,-74.7931936
10.9924131,-74.7981296
10.958247,-74.8250156
10.9972485,-74.8007063
11.01613,-74.818525
10.987382400000001,-74.79575919999998
10.959095399999999,-74.804498
10.985143699999998,-74.78801779999998
11.016722,-74.845049
10.9328542,-74.82771609999999
10.9979349,-74.821534
10.9923109,-74.81365869999998
11.004107199999998,-74.80698129999998
11.006770699999999,-74.8001673
11.0102435,-74.81122239999998
10.9695165,-74.7969719
10.9723721,-74.79054119999998
10.950268199999998,-74.8562908
10.9665272,-74.7954736
10.9699177,-74.80133719999998
10.9396731,-74.8270766
10.990930699999998,-74.7900641
11.0145061,-74.82758170000001
10.977944599999999,-74.7877793
10.9449,-74.8240392
10.9889412,-74.80922369999998
10.9664317,-74.7881065
11.004304,-74.8081282
10.943248599999999,-74.79607969999998
10.9771422,-74.77951920000001
11.0077415,-74.8193692
10.983577699999998,-74.7886692
10.9769174,-74.81013670000002
11.0110286,-74.79444560000002
10.9654229,-74.7857547
11.0010288,-74.81338170000001
11.0079605,-74.8273778
11.0059384,-74.8243944
11.0204925,-74.798834
10.9964867,-74.81584769999998
11.001595,-74.8011686
10.963877900000002,-74.83879820000001
10.990493699999998,-74.8138629
10.9786913,-74.7781181
11.001161999999999,-74.79600140000001
10.967611300000002,-74.8383805
11.0263731,-74.8037791
10.938053,-74.77926110000001
10.975506800000002,-74.8083194
10.9363371,-74.8241106
11.002891499999999,-74.79935669999998
10.9896371,-74.78394990000001
10.9847541,-74.809069
11.0095477,-74.8053466
10.9847485,-74.83360569999998
11.004107199999998,-74.80698129999998
10.9792115,-74.78514009999998
10.948341000000001,-74.77345809999998
10.9745164,-74.810198
10.9321576,-74.8048226
10.9893062,-74.7827099
10.961006900000001,-74.8078917
10.947944300000001,-74.7850031
10.974399,-74.78980980000001
10.9480714,-74.7753546
10.967366499999999,-74.7853161
11.0133121,-74.82695919999998
10.9869278,-74.79440550000001
10.965683,-74.7938705
11.009343300000001,-74.8132658
10.9765078,-74.80978990000001
11.0215868,-74.79971450000001
10.9900954,-74.8080641
10.9611545,-74.7917569
10.9853698,-74.81122640000001
10.978325300000002,-74.8361819
11.0012782,-74.7985432
10.9943522,-74.79479029999999
11.006965199999998,-74.81470689999998
11.0017022,-74.81262459999998
10.985460699999999,-74.776012
11.009298,-74.82363690000001
10.9703073,-74.7743478
10.9595659,-74.77471949999999
10.9483105,-74.79992879999999
11.0061612,-74.81332689999998
10.972578599999999,-74.78171259999998
11.0132094,-74.83650949999998
10.9791081,-74.7696478
10.9683261,-74.83805140000001
10.939227699999998,-74.7891386
11.0181679,-74.8232252
10.994006,-74.8144662
10.9411714,-74.8338443
10.954033500000001,-74.79767330000001
10.976334199999998,-74.80449770000001
10.9314495,-74.8093145
10.9433844,-74.78383659999999
11.004107199999998,-74.80698129999998
11.000748800000002,-74.819319
10.9816451,-74.79441059999999
11.000477400000001,-74.84121479999999
10.9680023,-74.7862361
11.0215868,-74.79971450000001
10.997068400000002,-74.77051379999999
10.948341000000001,-74.77345809999998
10.979937699999999,-74.7736255
10.980663999999999,-74.80756190000001
10.9303573,-74.7989715
10.9893062,-74.7827099
11.0119752,-74.83202589999998
10.9816451,-74.79441059999999
10.971626800000001,-74.8371453
10.9869768,-74.8200444
10.949583500000001,-74.8065737
10.926617599999998,-74.805047
10.982106800000002,-74.79551719999998
10.933914,-74.8059172
10.9889231,-74.8076945
10.996219,-74.81864870000001
10.9301991,-74.79897530000002
10.946748,-74.7998703
10.9228065,-74.81234189999998
11.0112694,-74.82419519999998
11.0264395,-74.80408729999998
10.97617,-74.8131281
10.9459191,-74.76360869999998
11.0187009,-74.817903
10.9661483,-74.782387
10.9411714,-74.8338443
10.9481924,-74.7850811
10.975295599999999,-74.83410479999998
11.012229800000002,-74.79207690000001
10.960161300000001,-74.8256495
10.996649099999999,-74.80665599999998
11.0006369,-74.8167568
10.9853698,-74.81122640000001
10.983524099999999,-74.7765691
11.0012798,-74.80468479999998
11.013961300000002,-74.80960449999998
11.0102024,-74.8151565
11.015936,-74.8642222
10.9715729,-74.7825809
10.9864681,-74.7852241
10.9820531,-74.8362093
10.9717855,-74.779584
10.9373814,-74.8241065
11.0161888,-74.79532689999998
10.993984300000001,-74.7926627
11.0055528,-74.8235143
10.9555496,-74.79229099999998
10.992335,-74.808172
10.951814,-74.7914468
10.979837199999999,-74.78712829999998
11.0012798,-74.80468479999998
11.016748699999999,-74.80187910000002
11.0023999,-74.8187255
11.004698699999999,-74.8007149
10.9729477,-74.8047698
11.0012037,-74.80774740000003
10.995716499999999,-74.8162959
10.994553300000002,-74.83877919999998
10.9984724,-74.81464940000001
11.001899400000001,-74.80382209999998
10.924152099999999,-74.81270549999998
11.0078847,-74.8171564
10.9505366,-74.76756189999998
10.9869959,-74.8177197
10.955860000000001,-74.89174
11.004817999999998,-74.7997922
10.967829400000001,-74.79230909999998
10.991996400000001,-74.7982442
11.007955,-74.799061
11.021060199999999,-74.80032109999998
10.996853699999999,-74.80848329999998
11.015405900000001,-74.81400630000002
11.0036029,-74.8014546
10.9411714,-74.8338443
10.971447999999999,-74.8048699
10.9922433,-74.8039222
10.9974724,-74.80969689999998
11.0215868,-74.79971450000001
10.9396262,-74.7790881
10.9893062,-74.7827099
11.009922099999999,-74.83023179999998
11.004107199999998,-74.80698129999998
10.955349,-74.77404179999998
10.991664300000002,-74.81186149999998
10.961799300000001,-74.82024670000001
11.0123204,-74.8401355
11.016702699999998,-74.8128772
10.996853699999999,-74.80848329999998
10.961481,-74.7924864
10.986988,-74.8170063
10.949711099999998,-74.7919996
10.961095599999998,-74.84057159999998
11.0149962,-74.8211783
11.006911500000001,-74.80657120000001
11.012229800000002,-74.79207690000001
11.004107199999998,-74.80698129999998
10.922752800000001,-74.80423669999998
10.9393167,-74.7791917
10.9720271,-74.8076978
11.001665699999998,-74.81904159999998
10.9522618,-74.78649209999998
11.0080764,-74.8223306
10.9950905,-74.81658449999998
11.0186919,-74.82057979999998
10.9751419,-74.80634789999998
10.9433844,-74.78383659999999
10.951131199999999,-74.8332813
10.9833849,-74.81275500000001
11.0204925,-74.798834
10.9397176,-74.78523539999998
11.008770599999998,-74.813989
10.946585800000001,-74.82651259999999
10.9796223,-74.805143
11.005283,-74.813897
10.9889008,-74.80217379999998
11.0046976,-74.8121381
11.006629199999999,-74.81679100000001
10.9715729,-74.7825809
10.953062599999999,-74.7938546
10.995347800000001,-74.80667849999998
10.9568507,-74.7955994
10.987667,-74.78958039999998
10.979156,-74.7873133
11.0145061,-74.82758170000001
10.995347800000001,-74.80667849999998
