FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,MOMENTO_DIA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,LATITUD,LONGITUD,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,ZONA
2015-04-08 10:00:00,2015,4,Mié,10:00:00:AM,Mañana,Solo daños,Choque,CRA 44 CLLE 45,10.9845462,-74.7856181,0.0,0.0,1,CENTRO
2015-04-08 10:00:00,2015,4,Mié,10:00:00:AM,Mañana,Solo daños,Choque,CRA 57 CLLE 81,11.0081819,-74.80998620000003,0.0,0.0,1,NORTE
2015-04-08 11:00:00,2015,4,Mié,11:00:00:AM,Medio dia,Solo daños,Choque,AV CIRCUNVALAR ENTRADA AL PUEBLITO,10.9411714,-74.8338443,0.0,0.0,1,SUR
2015-04-08 12:50:00,2015,4,Mié,12:50:00:PM,Medio dia,Solo daños,Choque,CALLE 100 CR 49C,11.0094816,-74.83321389999998,0.0,0.0,1,NORTE
2015-04-09 15:00:00,2015,4,Jue,03:00:00:PM,Tarde,Solo daños,Choque,CLLE 64 CRA 50,10.9940851,-74.7977093,0.0,0.0,1,NORTE
2015-04-09 17:30:00,2015,4,Jue,05:30:00:PM,Tarde,Solo daños,Choque,CLLE 94 CRA 57,11.0149962,-74.8211783,0.0,0.0,1,NORTE
2015-04-09 18:10:00,2015,4,Jue,06:10:00:PM,Tarde,Solo daños,Choque,CRA 38 CLLE 81,10.9855515,-74.8220415,0.0,0.0,1,NORTE
2015-04-09 18:20:00,2015,4,Jue,06:20:00:PM,Tarde,Solo daños,Choque,CRA 41 CLLE 69D,10.9869144,-74.8039589,0.0,0.0,1,NORTE
2015-04-09 06:40:00,2015,4,Jue,06:40:00:AM,Mañana,Solo daños,Choque,CRA 38 CLLE 29,10.975964,-74.7767824,0.0,0.0,1,CENTRO
2015-04-09 19:00:00,2015,4,Jue,07:00:00:PM,Noche,Solo daños,Choque,CRA 8B DIAG 5,10.947223199999998,-74.8061737,0.0,0.0,1,SUR
2015-04-09 07:15:00,2015,4,Jue,07:15:00:AM,Mañana,Solo daños,Choque,CRA 35 CLLE 47,10.9773088,-74.7889618,0.0,0.0,1,CENTRO
2015-04-09 19:25:00,2015,4,Jue,07:25:00:PM,Noche,Solo daños,Choque,CLLE 85 CRA 57,11.0102024,-74.8151565,0.0,0.0,1,NORTE
2015-04-09 07:30:00,2015,4,Jue,07:30:00:AM,Mañana,Solo daños,Choque,CALLE 72 CR 36 35,10.9847631,-74.81185169999998,0.0,0.0,1,NORTE
2015-04-09 07:30:00,2015,4,Jue,07:30:00:AM,Mañana,Solo daños,Choque,CLLE 44B CRA 4A,10.9387183,-74.7989374,0.0,0.0,1,SUR
2015-04-09 07:49:00,2015,4,Jue,07:49:00:AM,Mañana,Solo daños,Choque,CLLE 79 CRA 42F,10.994006,-74.8144662,0.0,0.0,1,NORTE
2015-04-09 08:10:00,2015,4,Jue,08:10:00:AM,Mañana,Solo daños,Choque,CRA 46 CLLE 30,10.9854607,-74.776012,0.0,0.0,1,CENTRO
2015-04-09 08:20:00,2015,4,Jue,08:20:00:AM,Mañana,Con heridos,Choque,CALLE 72 57 33,11.0007905,-74.79906899999997,1.0,0.0,1,NORTE
2015-04-09 08:40:00,2015,4,Jue,08:40:00:AM,Mañana,Con heridos,Atropello,CLLE 70 CRA 52,10.9964788,-74.80145949999998,1.0,0.0,1,NORTE
2015-04-09 21:05:00,2015,4,Jue,09:05:00:PM,Noche,Solo daños,Choque,CLLE 19 CRA 8,10.9480714,-74.7753546,0.0,0.0,1,CENTRO
2015-04-09 21:20:00,2015,4,Jue,09:20:00:PM,Noche,Solo daños,Choque,CRA 42H CLLE 85,10.9983335,-74.82265859999998,0.0,0.0,1,NORTE
2015-04-09 23:00:00,2015,4,Jue,11:00:00:PM,Noche,Solo daños,Choque,CALLE 54 CR 37,10.9807706,-74.79493559999997,0.0,0.0,1,CENTRO
2015-04-09 11:30:00,2015,4,Jue,11:30:00:AM,Medio dia,Con heridos,Choque,CR 21 CL 45C,10.9619894,-74.7939988,2.0,0.0,1,CENTRO
2015-04-09 12:00:00,2015,4,Jue,12:00:00:PM,Medio dia,Solo daños,Choque,CALLE 1 CR 30,10.9671021,-74.7663859,0.0,0.0,1,CENTRO
2015-04-09 12:00:00,2015,4,Jue,12:00:00:PM,Medio dia,Solo daños,Choque,CR 45 CL 42,10.9857389,-74.78266789999998,0.0,0.0,1,CENTRO
2015-04-09 12:45:00,2015,4,Jue,12:45:00:PM,Medio dia,Solo daños,Choque,CR 43 94 42,11.0025764,-74.8290315,0.0,0.0,1,NORTE
2015-04-09 12:50:00,2015,4,Jue,12:50:00:PM,Medio dia,Solo daños,Choque,AVENIDA 45 CRA 45,10.9902719,-74.79910230000002,0.0,0.0,1,NORTE
2015-04-10 13:00:00,2015,4,Vie,01:00:00:PM,Medio dia,Solo daños,Choque,CALLE 45 33 143,10.9762066,-74.78803459999997,0.0,0.0,1,CENTRO
2015-04-10 13:10:00,2015,4,Vie,01:10:00:PM,Medio dia,Solo daños,Choque,CRA 49 CLLE 70,10.9954073,-74.8022218,0.0,0.0,1,NORTE
2015-04-10 13:30:00,2015,4,Vie,01:30:00:PM,Medio dia,Solo daños,Choque,CR 43 CL 87,10.9998837,-74.82399709999999,0.0,0.0,1,NORTE
2015-04-10 13:45:00,2015,4,Vie,01:45:00:PM,Medio dia,Solo daños,Choque,CRA 20 CLLE 39,10.9586342,-74.7909437,0.0,0.0,1,CENTRO
2015-04-10 16:30:00,2015,4,Vie,04:30:00:PM,Tarde,Solo daños,Choque,CLLE 76 CRA 68,11.0100753,-74.79753459999998,0.0,0.0,1,NORTE
2015-04-10 16:50:00,2015,4,Vie,04:50:00:PM,Tarde,Solo daños,Choque,CLLE 85 CRA 59B,11.0122192,-74.81366750000002,0.0,0.0,1,NORTE
2015-04-10 05:00:00,2015,4,Vie,05:00:00:AM,Madrugada,Con heridos,Choque,CLLE 80B CRA 42A,10.9899446,-74.822559,2.0,0.0,1,NORTE
2015-04-10 17:10:00,2015,4,Vie,05:10:00:PM,Tarde,Con heridos,Atropello,CORDIALIDAD CALLE 98,10.9440053,-74.82765119999998,1.0,0.0,1,SUR
2015-04-10 17:35:00,2015,4,Vie,05:35:00:PM,Tarde,Solo daños,Choque,CLLE 58 CRA 59,10.9950877,-74.79251490000001,0.0,0.0,1,NORTE
2015-04-10 05:40:00,2015,4,Vie,05:40:00:AM,Madrugada,Solo daños,Choque,CALLE 49 CR 2F,10.9350101,-74.8047267,0.0,0.0,1,SUR
2015-04-10 17:40:00,2015,4,Vie,05:40:00:PM,Tarde,Solo daños,Choque,CR 23 CL 21,10.9608714,-74.7771976,0.0,0.0,1,CENTRO
2015-04-10 06:10:00,2015,4,Vie,06:10:00:AM,Mañana,Con heridos,Choque,CLLE 54 CRA 45,10.9881488,-74.79135339999998,3.0,0.0,1,CENTRO
2015-04-10 18:10:00,2015,4,Vie,06:10:00:PM,Tarde,Con heridos,Choque,CALLE 84 CR 43B,10.999301699999998,-74.81976440000003,2.0,0.0,1,NORTE
2015-04-10 18:20:00,2015,4,Vie,06:20:00:PM,Tarde,Solo daños,Choque,CR 38 51 38,10.9809515,-74.79156850000003,0.0,0.0,1,CENTRO
2015-04-10 06:30:00,2015,4,Vie,06:30:00:AM,Mañana,Solo daños,Choque,AVENIDA 110 CRA 38,10.986988,-74.8170063,0.0,0.0,1,NORTE
2015-04-10 07:20:00,2015,4,Vie,07:20:00:AM,Mañana,Solo daños,Choque,CRA 50 CLLE 87,11.00569,-74.8215348,0.0,0.0,1,NORTE
2015-04-10 07:40:00,2015,4,Vie,07:40:00:AM,Mañana,Solo daños,Choque,CLLE 30 CRA 1,10.9378693,-74.78269569999998,0.0,0.0,1,CENTRO
2015-04-10 09:30:00,2015,4,Vie,09:30:00:AM,Mañana,Solo daños,Choque,CLLE 82 CRA 42H,10.996878,-74.8183497,0.0,0.0,2,NORTE
2015-04-10 09:40:00,2015,4,Vie,09:40:00:AM,Mañana,Solo daños,Choque,CALLE 30 CR 20,10.9567404,-74.7858986,0.0,0.0,1,CENTRO
2015-04-10 10:00:00,2015,4,Vie,10:00:00:AM,Mañana,Solo daños,Choque,CLLE 58 CRA 21B,10.9684513,-74.8019348,0.0,0.0,1,CENTRO
2015-04-10 22:00:00,2015,4,Vie,10:00:00:PM,Noche,Solo daños,Choque,CALLE 30 CR 36,10.9750376,-74.77798709999998,0.0,0.0,1,CENTRO
2015-04-10 11:50:00,2015,4,Vie,11:50:00:AM,Medio dia,Solo daños,Choque,CLLE 50 CRA 41,10.9820734,-74.789909,0.0,0.0,1,CENTRO
2015-04-11 01:59:00,2015,4,Sáb,01:59:00:AM,Madrugada,Con heridos,Choque,CR 54 CL 74,11.000387,-74.8028372,1.0,0.0,1,NORTE
2015-04-11 02:50:00,2015,4,Sáb,02:50:00:AM,Madrugada,Solo daños,Choque,CRA 51B CLLE 82,11.020151,-74.871263,0.0,0.0,1,NORTE
2015-04-11 17:40:00,2015,4,Sáb,05:40:00:PM,Tarde,Solo daños,Choque,CALLE 47 CR 29,10.9712591,-74.79092440000002,0.0,0.0,1,CENTRO
2015-04-11 17:50:00,2015,4,Sáb,05:50:00:PM,Tarde,Solo daños,Choque,CLLE 23 CRA 5C,10.9447025,-74.77817540000002,0.0,0.0,1,CENTRO
2015-04-11 18:00:00,2015,4,Sáb,06:00:00:PM,Tarde,Solo daños,Choque,CRA 26 CLLE 37,10.9663789,-74.7853033,0.0,0.0,1,CENTRO
2015-04-11 19:05:00,2015,4,Sáb,07:05:00:PM,Noche,Solo daños,Choque,CRA 45 CLLE 53,10.987667,-74.78958039999998,0.0,0.0,1,CENTRO
2015-04-11 07:10:00,2015,4,Sáb,07:10:00:AM,Mañana,Solo daños,Choque,CLLE 17 CRA 14,10.9532704,-74.7739277,0.0,0.0,1,CENTRO
2015-04-11 07:20:00,2015,4,Sáb,07:20:00:AM,Mañana,Con heridos,Choque,CALLE 17 CR 35B,10.9739092,-74.77508329999998,2.0,0.0,1,CENTRO
2015-04-11 19:30:00,2015,4,Sáb,07:30:00:PM,Noche,Solo daños,Choque,CRA 51B CLLE 98,11.0110774,-74.8288341,0.0,0.0,1,NORTE
2015-04-11 07:40:00,2015,4,Sáb,07:40:00:AM,Mañana,Solo daños,Choque,AVENIDA 110 CLLE 107,10.9400963,-74.83345990000002,0.0,0.0,1,SUR
2015-04-11 08:00:00,2015,4,Sáb,08:00:00:AM,Mañana,Solo daños,Choque,AVENIDA CIRCUNVALAR CR 38 Y 46,10.9411714,-74.8338443,0.0,0.0,1,SUR
2015-04-11 08:15:00,2015,4,Sáb,08:15:00:AM,Mañana,Con heridos,Choque,CALLE 117B CR 37,10.9805787,-74.8412898,2.0,0.0,1,NORTE
2015-04-11 08:20:00,2015,4,Sáb,08:20:00:AM,Mañana,Solo daños,Choque,CALLE 54 CR 10,10.9540145,-74.80681969999998,0.0,0.0,1,SUR
2015-04-11 09:00:00,2015,4,Sáb,09:00:00:AM,Mañana,Solo daños,Choque,CALLE 83 CR 42D,10.9936381,-74.8217507,0.0,0.0,1,NORTE
2015-04-11 21:00:00,2015,4,Sáb,09:00:00:PM,Noche,Solo daños,Choque,AVENIDA CIRCUNVALAR CR  51B,10.9233352,-74.8143403,0.0,0.0,1,SUR
2015-04-11 21:20:00,2015,4,Sáb,09:20:00:PM,Noche,Con heridos,Choque,CALLE 87 CR 75A,11.022259599999998,-74.8113315,1.0,0.0,1,NORTE
2015-04-11 10:10:00,2015,4,Sáb,10:10:00:AM,Mañana,Solo daños,Choque,VIA 40 CL 80,11.0230664,-74.8009057,0.0,0.0,1,NORTE
2015-04-12 15:20:00,2015,4,Dom,03:20:00:PM,Tarde,Con heridos,Choque,CALLE 17 CR 8,10.948341,-74.77345809999998,1.0,0.0,1,CENTRO
2015-04-12 03:30:00,2015,4,Dom,03:30:00:AM,Madrugada,Con heridos,Atropello,CLLE 51B CRA 9 SUR,10.9258474,-74.8144569,1.0,0.0,1,SUR
2015-04-12 15:40:00,2015,4,Dom,03:40:00:PM,Tarde,Con heridos,Choque,CR 46 CL 76,10.9968087,-74.81006810000002,2.0,0.0,1,NORTE
2015-04-12 16:00:00,2015,4,Dom,04:00:00:PM,Tarde,Solo daños,Choque,AVENIDA 110 CRA 6,10.9449,-74.8240392,0.0,0.0,1,SUR
2015-04-12 06:50:00,2015,4,Dom,06:50:00:AM,Mañana,Solo daños,Choque,CALLE 19 CR 4D,10.9424822,-74.7774316,0.0,0.0,1,CENTRO
2015-04-12 07:15:00,2015,4,Dom,07:15:00:AM,Mañana,Solo daños,Choque,CL 19 CR 3G,11.0352564,-74.869923,0.0,0.0,1,NORTE
2015-04-12 23:40:00,2015,4,Dom,11:40:00:PM,Noche,Solo daños,Choque,CLLE 30 CRA 23,10.9622429,-74.78389279999998,0.0,0.0,1,CENTRO
2015-04-12 00:15:00,2015,4,Dom,12:15:00:AM,Madrugada,Solo daños,Choque,CALLE 72 46 31,10.9945745,-74.8054681,0.0,0.0,1,NORTE
2015-04-13 13:40:00,2015,4,Lun,01:40:00:PM,Medio dia,Solo daños,Choque,CLLE 62 CRA 47,10.9920226,-74.79671590000002,0.0,0.0,1,NORTE
2015-04-13 14:20:00,2015,4,Lun,02:20:00:PM,Tarde,Solo daños,Choque,CRA 51B KM 100,11.016469,-74.84170069999998,0.0,0.0,1,NORTE
2015-04-13 14:30:00,2015,4,Lun,02:30:00:PM,Tarde,Solo daños,Choque,CRA 46 KM 108,10.9953478,-74.80667849999998,0.0,0.0,1,NORTE
2015-04-13 15:20:00,2015,4,Lun,03:20:00:PM,Tarde,Solo daños,Choque,CLLE 85 CRA 59,11.011548199999998,-74.8141497,0.0,0.0,1,NORTE
2015-04-13 16:15:00,2015,4,Lun,04:15:00:PM,Tarde,Solo daños,Choque,VIA 40 CRA 53B,11.0252722,-74.80307669999998,0.0,0.0,1,NORTE
2015-04-13 17:30:00,2015,4,Lun,05:30:00:PM,Tarde,Solo daños,Choque,CR 57 CL 70 Y 72,10.9994421,-74.79837959999998,0.0,0.0,1,NORTE
2015-04-13 18:30:00,2015,4,Lun,06:30:00:PM,Tarde,Solo daños,Choque,CALLE 68 CR 62,11.0004925,-74.79356990000002,0.0,0.0,1,NORTE
2015-04-13 06:45:00,2015,4,Lun,06:45:00:AM,Mañana,Con heridos,Choque,CALLE 56 CR 13B,10.9580467,-74.80413639999998,1.0,0.0,1,SUR
2015-04-13 07:30:00,2015,4,Lun,07:30:00:AM,Mañana,Solo daños,Choque,CRA 38 AVENIDA 110,10.986988,-74.8170063,0.0,0.0,1,NORTE
2015-04-13 19:30:00,2015,4,Lun,07:30:00:PM,Noche,Solo daños,Choque,AV CIRCUNVALAR CALLE 45 RETORNO PUENTE,10.9411714,-74.8338443,0.0,0.0,1,SUR
2015-04-13 07:35:00,2015,4,Lun,07:35:00:AM,Mañana,Solo daños,Choque,CRA 22 CLLE 47C,10.9658286,-74.79447629999999,0.0,0.0,1,CENTRO
2015-04-13 20:00:00,2015,4,Lun,08:00:00:PM,Noche,Solo daños,Choque,CR 46 CL 85,11.002309599999998,-74.8210842,0.0,0.0,1,NORTE
2015-04-13 20:00:00,2015,4,Lun,08:00:00:PM,Noche,Solo daños,Choque,CRA 64 CLLE 90,11.0152075,-74.81699920000001,0.0,0.0,1,NORTE
2015-04-13 09:50:00,2015,4,Lun,09:50:00:AM,Mañana,Solo daños,Choque,CLLE 53D CRA 16,10.9618052,-74.80329549999998,0.0,0.0,1,CENTRO
2015-04-13 10:30:00,2015,4,Lun,10:30:00:AM,Mañana,Solo daños,Choque,CR 42F CON 79,10.994006,-74.8144662,0.0,0.0,1,NORTE
2015-04-13 23:20:00,2015,4,Lun,11:20:00:PM,Noche,Solo daños,Choque,CR 27 CL 43,10.9689946,-74.78857509999997,0.0,0.0,1,CENTRO
2015-04-13 00:00:00,2015,4,Lun,12:00:00:AM,Madrugada,Solo daños,Choque,CLLE 82 CRA 52,11.005283,-74.813897,0.0,0.0,1,NORTE
2015-04-13 12:00:00,2015,4,Lun,12:00:00:PM,Medio dia,Solo daños,Choque,CRA 38 CLLE 33,10.9768609,-74.7788128,0.0,0.0,1,CENTRO
2015-04-14 14:00:00,2015,4,Mar,02:00:00:PM,Tarde,Solo daños,Choque,CR 46 CL 88,11.0031909,-74.82362890000002,0.0,0.0,1,NORTE
2015-04-14 14:20:00,2015,4,Mar,02:20:00:PM,Tarde,Solo daños,Choque,CR 53 79 47,11.0047909,-74.80771519999998,0.0,0.0,1,NORTE
2015-04-14 15:10:00,2015,4,Mar,03:10:00:PM,Tarde,Solo daños,Choque,CALLE 26 19 27,10.9562234,-74.78095259999998,0.0,0.0,1,CENTRO
2015-04-14 16:00:00,2015,4,Mar,04:00:00:PM,Tarde,Solo daños,Choque,CALLE 70 CR 45,10.9922433,-74.8039222,0.0,0.0,1,NORTE
2015-04-14 17:20:00,2015,4,Mar,05:20:00:PM,Tarde,Con heridos,Choque,CLLE 70 CRA 49,10.9954073,-74.8022218,1.0,0.0,1,NORTE
2015-04-14 18:40:00,2015,4,Mar,06:40:00:PM,Tarde,Solo daños,Choque,CLLE 19 CR 1E,10.9364945,-74.7800177,0.0,0.0,1,CENTRO
2015-04-14 18:40:00,2015,4,Mar,06:40:00:PM,Tarde,Solo daños,Choque,CLLE 79 CRA 4F,11.0013524,-74.80983509999999,0.0,0.0,1,NORTE
2015-04-14 19:40:00,2015,4,Mar,07:40:00:PM,Noche,Solo daños,Choque,CLLE 19 CRA 1,10.936994,-74.77969859999997,0.0,0.0,1,CENTRO
2015-04-14 08:00:00,2015,4,Mar,08:00:00:AM,Mañana,Solo daños,Choque,CRA 13 CLLE 52D,10.9633452,-74.83954759999997,0.0,0.0,1,SUR
2015-04-14 08:20:00,2015,4,Mar,08:20:00:AM,Mañana,Solo daños,Choque,CR 52 106 140,11.0169565,-74.836711,0.0,0.0,1,NORTE
2015-04-14 20:30:00,2015,4,Mar,08:30:00:PM,Noche,Solo daños,Choque,CR 54 CL 75,11.0018994,-74.80382209999998,0.0,0.0,1,NORTE
2015-04-14 21:15:00,2015,4,Mar,09:15:00:PM,Noche,Solo daños,Choque,CRA 57 CLLE 91,11.0141144,-74.8198132,0.0,0.0,1,NORTE
2015-04-14 21:20:00,2015,4,Mar,09:20:00:PM,Noche,Solo daños,Choque,CR 43 CL 84,10.9984431,-74.820031,0.0,0.0,1,NORTE
2015-04-14 10:10:00,2015,4,Mar,10:10:00:AM,Mañana,Solo daños,Choque,CR 49C CL 80 104,11.0015453,-74.81408640000002,0.0,0.0,1,NORTE
2015-04-14 10:20:00,2015,4,Mar,10:20:00:AM,Mañana,Solo daños,Choque,CRA 52 CLLE 106,11.0164434,-74.835195,0.0,0.0,1,NORTE
2015-04-14 11:40:00,2015,4,Mar,11:40:00:AM,Medio dia,Solo daños,Choque,CRA 47 CLLE 76,10.9974724,-74.80969689999998,0.0,0.0,1,NORTE
2015-04-15 13:30:00,2015,4,Mié,01:30:00:PM,Medio dia,Solo daños,Choque,CR 38 CL 39,10.9782601,-74.7823051,0.0,0.0,1,CENTRO
2015-04-15 13:40:00,2015,4,Mié,01:40:00:PM,Medio dia,Solo daños,Choque,CRA 60 CLLE 74,11.0035841,-74.7978057,0.0,0.0,1,NORTE
2015-04-15 14:30:00,2015,4,Mié,02:30:00:PM,Tarde,Solo daños,Choque,CALLE 100 CR 49C,11.0094816,-74.83321389999998,0.0,0.0,1,NORTE
2015-04-15 15:00:00,2015,4,Mié,03:00:00:PM,Tarde,Solo daños,Choque,CLLE 59 CRA 59,10.9947724,-74.7919311,0.0,0.0,1,NORTE
2015-04-15 16:30:00,2015,4,Mié,04:30:00:PM,Tarde,Solo daños,Choque,CLLE 30 CRA 22,10.9610955,-74.78444920000003,0.0,0.0,1,CENTRO
2015-04-15 17:20:00,2015,4,Mié,05:20:00:PM,Tarde,Solo daños,Choque,CR 31 CL 65,10.9793008,-74.804513,0.0,0.0,1,CENTRO
2015-04-15 06:40:00,2015,4,Mié,06:40:00:AM,Mañana,Solo daños,Choque,AVENIDA 47 CLLE 76,11.003426800000002,-74.8048163,0.0,0.0,1,NORTE
2015-04-15 18:50:00,2015,4,Mié,06:50:00:PM,Tarde,Solo daños,Choque,CLLE 30 CRA 8,10.9468864,-74.7848518,0.0,0.0,1,CENTRO
2015-04-15 07:00:00,2015,4,Mié,07:00:00:AM,Mañana,Solo daños,Choque,CLLE 72 CRA 57,11.0006366,-74.7992663,0.0,0.0,1,NORTE
2015-04-15 08:30:00,2015,4,Mié,08:30:00:AM,Mañana,Solo daños,Choque,CR 77 VIA 40,11.0215868,-74.79971450000002,0.0,0.0,1,NORTE
2015-04-15 08:30:00,2015,4,Mié,08:30:00:AM,Mañana,Solo daños,Choque,CRA 50 CLLE 106,11.0132094,-74.83650949999998,0.0,0.0,1,NORTE
2015-04-15 09:30:00,2015,4,Mié,09:30:00:AM,Mañana,Con heridos,Choque,CRA 30 CLLE 50,10.973218,-74.7931053,1.0,0.0,1,CENTRO
2015-04-15 10:00:00,2015,4,Mié,10:00:00:AM,Mañana,Solo daños,Choque,CR 53 64 72,10.995676800000002,-74.7962333,0.0,0.0,1,NORTE
2015-04-15 22:00:00,2015,4,Mié,10:00:00:PM,Noche,Solo daños,Choque,CALLE 90 CR 4C,10.9421956,-74.8240983,0.0,0.0,1,SUR
2015-04-15 22:00:00,2015,4,Mié,10:00:00:PM,Noche,Solo daños,Choque,CRA 53 CLLE 96,11.0132095,-74.8247475,0.0,0.0,1,NORTE
2015-04-15 10:30:00,2015,4,Mié,10:30:00:AM,Mañana,Solo daños,Choque,CALLE 93 CR 46,11.0047043,-74.82691290000002,0.0,0.0,1,NORTE
2015-04-15 11:40:00,2015,4,Mié,11:40:00:AM,Medio dia,Solo daños,Choque,CLLE 77 CRA 60,11.0081521,-74.8011879,0.0,0.0,1,NORTE
2015-04-15 12:30:00,2015,4,Mié,12:30:00:PM,Medio dia,Solo daños,Choque,CLLE 81 CRA 70,11.0153727,-74.80717390000002,0.0,0.0,1,NORTE
2015-04-16 13:50:00,2015,4,Jue,01:50:00:PM,Medio dia,Solo daños,Choque,CLLE 89 CRA 75A,11.0229614,-74.8120703,0.0,0.0,1,NORTE
2015-04-16 14:20:00,2015,4,Jue,02:20:00:PM,Tarde,Solo daños,Choque,CALLE 72 CR 34,10.9822464,-74.81232659999998,0.0,0.0,1,NORTE
2015-04-16 15:00:00,2015,4,Jue,03:00:00:PM,Tarde,Con heridos,Choque,CALLE 98 CR 43,11.0031312,-74.83320210000002,1.0,0.0,1,NORTE
2015-04-16 15:00:00,2015,4,Jue,03:00:00:PM,Tarde,Solo daños,Choque,CLLE 76 CRA 42,10.9923109,-74.81365869999998,0.0,0.0,1,NORTE
2015-04-16 15:00:00,2015,4,Jue,03:00:00:PM,Tarde,Solo daños,Choque,CRA 43 CLLE 70,10.9903972,-74.80489820000003,0.0,0.0,1,NORTE
2015-04-16 16:00:00,2015,4,Jue,04:00:00:PM,Tarde,Solo daños,Choque,CLLE 49 CRA 15 SUR,10.9228065,-74.81234189999998,0.0,0.0,1,SUR
2015-04-16 16:30:00,2015,4,Jue,04:30:00:PM,Tarde,Solo daños,Choque,CR 38 FRENTE AL NUM 125 25,10.9361201,-74.7816974,0.0,0.0,1,CENTRO
2015-04-16 16:40:00,2015,4,Jue,04:40:00:PM,Tarde,Solo daños,Choque,CR 38 CL 74 76,10.9859394,-74.8130661,0.0,0.0,1,NORTE
2015-04-16 17:00:00,2015,4,Jue,05:00:00:PM,Tarde,Solo daños,Choque,CLLE 54 CRA 59,11.0072152,-74.8020166,0.0,0.0,1,NORTE
2015-04-16 17:15:00,2015,4,Jue,05:15:00:PM,Tarde,Solo daños,Choque,CALLE 74 CR 49B,10.998206800000002,-74.80556279999998,0.0,0.0,1,NORTE
2015-04-16 18:40:00,2015,4,Jue,06:40:00:PM,Tarde,Solo daños,Choque,CALLE 59 CR 43,10.985744,-74.7962783,0.0,0.0,1,CENTRO
2015-04-16 07:00:00,2015,4,Jue,07:00:00:AM,Mañana,Solo daños,Choque,CALLE 50 CR 37,10.9796366,-74.7905747,0.0,0.0,1,CENTRO
2015-04-16 07:50:00,2015,4,Jue,07:50:00:AM,Mañana,Solo daños,Choque,CR 38 CON CIRCUNVALAR,10.9850808,-74.8228613,0.0,0.0,1,NORTE
2015-04-16 08:00:00,2015,4,Jue,08:00:00:AM,Mañana,Solo daños,Choque,CALLE 45 CR 2,10.933486300000002,-74.79934890000001,0.0,0.0,1,SUR
2015-04-16 09:00:00,2015,4,Jue,09:00:00:AM,Mañana,Solo daños,Choque,CLLE 35 CRA 35,10.9747281,-74.7808151,0.0,0.0,1,CENTRO
2015-04-16 21:00:00,2015,4,Jue,09:00:00:PM,Noche,Con heridos,Choque,VIA 40 CRA 54,10.9926805,-74.77928059999998,1.0,0.0,1,CENTRO
2015-04-16 09:30:00,2015,4,Jue,09:30:00:AM,Mañana,Solo daños,Choque,CR 10 CL 50,10.9520306,-74.8038898,0.0,0.0,1,SUR
2015-04-16 09:40:00,2015,4,Jue,09:40:00:AM,Mañana,Solo daños,Choque,CALLE 45 24 85,10.9671086,-74.79079039999998,0.0,0.0,1,CENTRO
2015-04-16 09:50:00,2015,4,Jue,09:50:00:AM,Mañana,Solo daños,Choque,CALLE 77 CR 59,11.0068867,-74.80164040000003,0.0,0.0,1,NORTE
2015-04-16 10:10:00,2015,4,Jue,10:10:00:AM,Mañana,Solo daños,Choque,CALLE 83 CR 71,11.0167963,-74.8100577,0.0,0.0,1,NORTE
2015-04-16 11:10:00,2015,4,Jue,11:10:00:AM,Medio dia,Solo daños,Choque,CLLE 110 CRA 10,10.959065,-74.83711740000003,0.0,0.0,1,SUR
2015-04-16 11:30:00,2015,4,Jue,11:30:00:AM,Medio dia,Solo daños,Choque,CRA 44 CLLE 47,10.9848669,-74.78691189999998,0.0,0.0,1,CENTRO
2015-04-16 12:00:00,2015,4,Jue,12:00:00:PM,Medio dia,Solo daños,Choque,CALLE 94 CR 51B,11.0094697,-74.8253005,0.0,0.0,1,NORTE
2015-04-16 12:00:00,2015,4,Jue,12:00:00:PM,Medio dia,Solo daños,Choque,CR 53 CL 61,10.9943522,-74.79479029999997,0.0,0.0,1,NORTE
2015-04-16 12:40:00,2015,4,Jue,12:40:00:PM,Medio dia,Solo daños,Choque,CLLE 99 CR 49D,11.0095412,-74.831758,0.0,0.0,1,NORTE
2015-04-17 13:15:00,2015,4,Vie,01:15:00:PM,Medio dia,Solo daños,Choque,CREA 24 CLLE 47,11.004107199999998,-74.80698129999998,0.0,0.0,1,NORTE
2015-04-17 13:20:00,2015,4,Vie,01:20:00:PM,Medio dia,Solo daños,Choque,CRA 13C CLLE 34,10.9507448,-74.78775150000001,0.0,0.0,1,CENTRO
2015-04-17 14:50:00,2015,4,Vie,02:50:00:PM,Tarde,Solo daños,Choque,CALLE 45 CR 50B,10.9900785,-74.78389399999998,0.0,0.0,1,CENTRO
2015-04-17 14:50:00,2015,4,Vie,02:50:00:PM,Tarde,Solo daños,Choque,CLLE 75 CRA 49,10.998321699999998,-74.80777119999998,0.0,0.0,1,NORTE
2015-04-17 15:00:00,2015,4,Vie,03:00:00:PM,Tarde,Solo daños,Choque,CR 8 CL 40,10.9460289,-74.79544829999998,0.0,0.0,1,SUR
2015-04-17 15:10:00,2015,4,Vie,03:10:00:PM,Tarde,Solo daños,Choque,CLLE 45B CRA 8,10.9461751,-74.80052490000001,0.0,0.0,1,SUR
