FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,MOMENTO_DIA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,LATITUD,LONGITUD,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,ZONA
2016-08-31 15:10:00,2016,8,Mié,03:10:00:PM,Tarde,Solo daños,Choque,CRA 38 CLLE 68B,10.9835238,-74.80410820000002,0.0,0.0,1,CENTRO
2016-08-31 16:30:00,2016,8,Mié,04:30:00:PM,Tarde,Solo daños,Choque,CL 4 NO 123,10.9701839,-74.7654577,0.0,0.0,1,CENTRO
2016-08-31 18:00:00,2016,8,Mié,06:00:00:PM,Tarde,Solo daños,Choque,CL 59 CR 47,10.9914496,-74.7945951,0.0,0.0,1,NORTE
2016-08-31 18:15:00,2016,8,Mié,06:15:00:PM,Tarde,Solo daños,Choque,VIA 40 CL 80,11.0230664,-74.8009057,0.0,0.0,1,NORTE
2016-08-31 18:20:00,2016,8,Mié,06:20:00:PM,Tarde,Con heridos,Choque,VIA 40 CALLE 71,11.008266699999998,-74.79070240000001,2.0,0.0,1,NORTE
2016-08-31 07:00:00,2016,8,Mié,07:00:00:AM,Mañana,Solo daños,Choque,CRA 41F CLLE 84,10.9901367,-74.8272758,0.0,0.0,1,NORTE
2016-08-31 19:10:00,2016,8,Mié,07:10:00:PM,Noche,Solo daños,Choque,CL 110 CR 20,10.9683904,-74.8381809,0.0,0.0,1,SUR
2016-08-31 19:30:00,2016,8,Mié,07:30:00:PM,Noche,Solo daños,Choque,CL 76 CR 44,10.9953433,-74.8109259,0.0,0.0,1,NORTE
2016-08-31 08:00:00,2016,8,Mié,08:00:00:AM,Mañana,Solo daños,Choque,CLLE 89 CRA 76,11.0235974,-74.81018540000002,0.0,0.0,1,NORTE
2016-08-31 20:30:00,2016,8,Mié,08:30:00:PM,Noche,Solo daños,Choque,CL 53D CR 25C,10.9742163,-74.7975245,0.0,0.0,1,CENTRO
2016-08-31 08:45:00,2016,8,Mié,08:45:00:AM,Mañana,Solo daños,Choque,CLLE 110 CRA 36B,10.9805743,-74.83618589999998,0.0,0.0,1,NORTE
2016-08-31 09:00:00,2016,8,Mié,09:00:00:AM,Mañana,Solo daños,Choque,CRA 11 CLLE 63D,10.9626272,-74.82119300000002,0.0,0.0,1,SUR
2016-08-31 21:20:00,2016,8,Mié,09:20:00:PM,Noche,Solo daños,Choque,CLLE 45B CRA 21,10.962065199999998,-74.7938735,0.0,0.0,1,CENTRO
2016-08-31 10:00:00,2016,8,Mié,10:00:00:AM,Mañana,Con heridos,Choque,CR 631 CL 63,10.975669,-74.8039435,1.0,0.0,1,CENTRO
2016-08-31 11:20:00,2016,8,Mié,11:20:00:AM,Medio dia,Con heridos,Choque,CR 8 CL 31,10.9467188,-74.7862224,1.0,0.0,1,CENTRO
2016-08-31 12:30:00,2016,8,Mié,12:30:00:PM,Medio dia,Solo daños,Choque,CRA 37 CLLE 50,10.9796366,-74.7905747,0.0,0.0,1,CENTRO
2016-09-01 13:00:00,2016,9,Jue,01:00:00:PM,Medio dia,Solo daños,Choque,CL 17 CR 8,10.948341,-74.77345809999998,0.0,0.0,1,CENTRO
2016-09-01 13:30:00,2016,9,Jue,01:30:00:PM,Medio dia,Solo daños,Choque,CRA 46 CLLE 99,11.004456,-74.82634200000003,0.0,0.0,1,NORTE
2016-09-01 14:20:00,2016,9,Jue,02:20:00:PM,Tarde,Solo daños,Choque,CLLE 94 CRA 65,11.0187009,-74.817903,0.0,0.0,1,NORTE
2016-09-01 16:30:00,2016,9,Jue,04:30:00:PM,Tarde,Solo daños,Choque,CL 96 CR 57,11.0156641,-74.82288690000001,0.0,0.0,1,NORTE
2016-09-01 06:30:00,2016,9,Jue,06:30:00:AM,Mañana,Solo daños,Choque,CLLE 61 CRA 31,10.978295,-74.8018396,0.0,0.0,1,CENTRO
2016-09-01 06:50:00,2016,9,Jue,06:50:00:AM,Mañana,Solo daños,Choque,CR 38 CL 30,10.9762252,-74.7773309,0.0,0.0,1,CENTRO
2016-09-01 07:20:00,2016,9,Jue,07:20:00:AM,Mañana,Solo daños,Choque,CL 30 CR 43,10.9381333,-74.7747699,0.0,0.0,1,CENTRO
2016-09-01 19:20:00,2016,9,Jue,07:20:00:PM,Noche,Con heridos,Choque,CR 20 CL 31,10.957128,-74.78699329999998,2.0,0.0,1,CENTRO
2016-09-01 20:00:00,2016,9,Jue,08:00:00:PM,Noche,Solo daños,Choque,CL 53B 20A 53,10.9675589,-74.7990445,0.0,0.0,1,CENTRO
2016-09-01 08:30:00,2016,9,Jue,08:30:00:AM,Mañana,Solo daños,Choque,CL 30 CR 35,10.9737932,-74.7786253,0.0,0.0,1,CENTRO
2016-09-01 09:11:00,2016,9,Jue,09:11:00:AM,Mañana,Solo daños,Choque,CL 35 CR 35,10.9747281,-74.7808151,0.0,0.0,1,CENTRO
2016-09-01 09:30:00,2016,9,Jue,09:30:00:AM,Mañana,Solo daños,Choque,CALLE 84 CR 49C,11.0031341,-74.8183944,0.0,0.0,1,NORTE
2016-09-01 09:55:00,2016,9,Jue,09:55:00:AM,Mañana,Solo daños,Choque,CR 41 CL 50,10.9820734,-74.789909,0.0,0.0,1,CENTRO
2016-09-01 10:00:00,2016,9,Jue,10:00:00:AM,Mañana,Con heridos,Choque,CL 30 CR 15,10.951563900000002,-74.78620090000003,1.0,0.0,1,CENTRO
2016-09-01 22:30:00,2016,9,Jue,10:30:00:PM,Noche,Solo daños,Choque,CRA 21 CLLE 45,10.9617804,-74.79317809999998,0.0,0.0,1,CENTRO
2016-09-01 23:10:00,2016,9,Jue,11:10:00:PM,Noche,Solo daños,Choque,AV MURILLO CR 3,10.929125,-74.7991309,0.0,0.0,1,SUR
2016-09-01 00:00:00,2016,9,Jue,12:00:00:AM,Madrugada,Solo daños,Choque,CRA 41 CLLE 39,10.9804825,-74.78170870000002,0.0,0.0,1,CENTRO
2016-09-01 12:00:00,2016,9,Jue,12:00:00:PM,Medio dia,Con heridos,Choque,CALLE 73C CR 26B,10.9767462,-74.81393409999998,1.0,0.0,1,NORTE
2016-09-01 12:50:00,2016,9,Jue,12:50:00:PM,Medio dia,Solo daños,Choque,CR 53 CL 68,10.9962025,-74.7980303,0.0,0.0,1,NORTE
2016-09-02 14:20:00,2016,9,Vie,02:20:00:PM,Tarde,Solo daños,Choque,CR 29 CL 68,10.9785457,-74.80576119999998,0.0,0.0,1,CENTRO
2016-09-02 14:30:00,2016,9,Vie,02:30:00:PM,Tarde,Solo daños,Choque,CL 86 CR 64,11.0141362,-74.81508889999998,0.0,0.0,1,NORTE
2016-09-02 14:50:00,2016,9,Vie,02:50:00:PM,Tarde,Solo daños,Choque,CR 30 CL 29,10.9688268,-74.779815,0.0,0.0,1,CENTRO
2016-09-02 15:10:00,2016,9,Vie,03:10:00:PM,Tarde,Solo daños,Choque,CLLE 85 CRA 46,11.002309599999998,-74.8210842,0.0,0.0,1,NORTE
2016-09-02 15:30:00,2016,9,Vie,03:30:00:PM,Tarde,Solo daños,Choque,CALLE 64C CR 20,10.9677826,-74.80848509999998,0.0,0.0,1,CENTRO
2016-09-02 16:15:00,2016,9,Vie,04:15:00:PM,Tarde,Solo daños,Choque,CRA 38 CLLE 74,10.9857066,-74.81242040000002,0.0,0.0,1,NORTE
2016-09-02 16:30:00,2016,9,Vie,04:30:00:PM,Tarde,Solo daños,Choque,CL 30 CR 8,10.9468864,-74.7848518,0.0,0.0,1,CENTRO
2016-09-02 17:20:00,2016,9,Vie,05:20:00:PM,Tarde,Solo daños,Choque,CL 98 CR 52C,11.0133121,-74.82695919999998,0.0,0.0,1,NORTE
2016-09-02 18:00:00,2016,9,Vie,06:00:00:PM,Tarde,Solo daños,Choque,CLLE 81B CRA 41D,10.9871968,-74.82343459999998,0.0,0.0,1,NORTE
2016-09-02 18:50:00,2016,9,Vie,06:50:00:PM,Tarde,Solo daños,Choque,CL 49 AV CIRCUNVALAR,10.9228065,-74.81234189999998,0.0,0.0,1,SUR
2016-09-02 19:00:00,2016,9,Vie,07:00:00:PM,Noche,Solo daños,Choque,CR 65 CL 94,11.0187009,-74.817903,0.0,0.0,1,NORTE
2016-09-02 19:05:00,2016,9,Vie,07:05:00:PM,Noche,Solo daños,Choque,CL 84B FRENTE AL NO 40A 33,10.9861729,-74.8325705,0.0,0.0,1,NORTE
2016-09-02 07:30:00,2016,9,Vie,07:30:00:AM,Mañana,Solo daños,Choque,CR 41 CL 51,10.9822984,-74.7909703,0.0,0.0,1,CENTRO
2016-09-02 19:40:00,2016,9,Vie,07:40:00:PM,Noche,Con heridos,Atropello,CL 74 CR 38,10.9857066,-74.81242040000002,1.0,0.0,1,NORTE
2016-09-02 20:00:00,2016,9,Vie,08:00:00:PM,Noche,Solo daños,Choque,CRA 18 CLLE 39,10.9555496,-74.79229099999998,0.0,0.0,1,CENTRO
2016-09-02 08:10:00,2016,9,Vie,08:10:00:AM,Mañana,Solo daños,Choque,CL 96 CR 52C,11.0125739,-74.82510599999998,0.0,0.0,1,NORTE
2016-09-02 08:30:00,2016,9,Vie,08:30:00:AM,Mañana,Solo daños,Choque,PROLONGACION VIA 40 KM 1,11.0215868,-74.79971450000002,0.0,0.0,1,NORTE
2016-09-02 09:50:00,2016,9,Vie,09:50:00:AM,Mañana,Solo daños,Choque,CL 74 CR 39,10.9887214,-74.81184189999998,0.0,0.0,1,NORTE
2016-09-02 22:00:00,2016,9,Vie,10:00:00:PM,Noche,Solo daños,Choque,CL 45 CR 1,10.9613196,-74.7932646,0.0,0.0,1,CENTRO
2016-09-02 00:00:00,2016,9,Vie,12:00:00:AM,Madrugada,Solo daños,Choque,CLLE 79 VIA 40,11.0204925,-74.798834,0.0,0.0,1,NORTE
2016-09-02 12:00:00,2016,9,Vie,12:00:00:PM,Medio dia,Solo daños,Choque,CL 51B CON CIRCUNVALAR,10.9226828,-74.81463219999998,0.0,0.0,1,SUR
2016-09-02 12:30:00,2016,9,Vie,12:30:00:PM,Medio dia,Solo daños,Choque,CR 13C CL 31,10.950719,-74.78700289999998,0.0,0.0,1,CENTRO
2016-09-02 12:30:00,2016,9,Vie,12:30:00:PM,Medio dia,Solo daños,Choque,CR 42F CL 75,10.9926293,-74.8104956,0.0,0.0,1,NORTE
2016-09-02 12:30:00,2016,9,Vie,12:30:00:PM,Medio dia,Solo daños,Choque,CRA 50 CLLE 76,11.0004891,-74.8082191,0.0,0.0,1,NORTE
2016-09-03 13:30:00,2016,9,Sáb,01:30:00:PM,Medio dia,Solo daños,Choque,VIA 40 CL 80,11.0230664,-74.8009057,0.0,0.0,1,NORTE
2016-09-03 13:40:00,2016,9,Sáb,01:40:00:PM,Medio dia,Solo daños,Choque,CL 30 CR 46,10.9854607,-74.776012,0.0,0.0,1,CENTRO
2016-09-03 14:00:00,2016,9,Sáb,02:00:00:PM,Tarde,Solo daños,Choque,CL 84B 39 18,10.9844923,-74.83395440000002,0.0,0.0,1,NORTE
2016-09-03 14:40:00,2016,9,Sáb,02:40:00:PM,Tarde,Con heridos,Otro,CL 47 35 131,10.9785709,-74.7886786,2.0,0.0,1,CENTRO
2016-09-03 15:00:00,2016,9,Sáb,03:00:00:PM,Tarde,Solo daños,Choque,AVENIDA 47 CRA 10B,10.9529353,-74.80421109999997,0.0,0.0,1,SUR
2016-09-03 17:30:00,2016,9,Sáb,05:30:00:PM,Tarde,Solo daños,Choque,CL 30 CR 27,10.9661483,-74.782387,0.0,0.0,1,CENTRO
2016-09-03 18:00:00,2016,9,Sáb,06:00:00:PM,Tarde,Solo daños,Choque,CL 82 51 26,11.0039197,-74.81475499999998,0.0,0.0,1,NORTE
2016-09-03 07:00:00,2016,9,Sáb,07:00:00:AM,Mañana,Solo daños,Choque,CR 44 40 35,10.9837634,-74.7818679,0.0,0.0,1,CENTRO
2016-09-03 07:50:00,2016,9,Sáb,07:50:00:AM,Mañana,Solo daños,Choque,CRA 58 CLLE 64,10.9959516,-74.7946546,0.0,0.0,1,NORTE
2016-09-03 20:30:00,2016,9,Sáb,08:30:00:PM,Noche,Solo daños,Choque,CRA 24B CLLE 64,10.9720374,-74.80571020000002,0.0,0.0,1,CENTRO
2016-09-03 08:40:00,2016,9,Sáb,08:40:00:AM,Mañana,Solo daños,Choque,CLLE 30 CRA 27,10.9661483,-74.782387,0.0,0.0,1,CENTRO
2016-09-03 21:45:00,2016,9,Sáb,09:45:00:PM,Noche,Con heridos,Atropello,AV CIRCUNVALAR CR 2 SUR,10.9766042,-74.83591159999997,1.0,0.0,1,NORTE
2016-09-03 10:30:00,2016,9,Sáb,10:30:00:AM,Mañana,Solo daños,Choque,CR 46 76 83,10.996706,-74.8102048,0.0,0.0,1,NORTE
2016-09-03 12:00:00,2016,9,Sáb,12:00:00:PM,Medio dia,Solo daños,Choque,AV CIRCUNVALAR CR 38 Y 46,10.994553300000002,-74.83877919999998,0.0,0.0,1,NORTE
2016-09-03 12:20:00,2016,9,Sáb,12:20:00:PM,Medio dia,Solo daños,Choque,CR 38 CL 38 15,10.9779972,-74.78197440000002,0.0,0.0,1,CENTRO
2016-09-03 12:40:00,2016,9,Sáb,12:40:00:PM,Medio dia,Solo daños,Choque,CLLE 84 CRA 46,11.001665699999998,-74.81904159999998,0.0,0.0,1,NORTE
2016-09-04 13:00:00,2016,9,Dom,01:00:00:PM,Medio dia,Solo daños,Choque,AVENIDA 110 CLLE 72B,10.9715698,-74.8127696,0.0,0.0,1,CENTRO
2016-09-04 13:10:00,2016,9,Dom,01:10:00:PM,Medio dia,Solo daños,Choque,CALLE 47 CR 21,10.96297,-74.7950824,0.0,0.0,1,CENTRO
2016-09-04 13:20:00,2016,9,Dom,01:20:00:PM,Medio dia,Solo daños,Choque,CRA 64 CLLE 81,11.0115452,-74.8081543,0.0,0.0,1,NORTE
2016-09-04 13:30:00,2016,9,Dom,01:30:00:PM,Medio dia,Solo daños,Choque,CLLE 47 CRA 18,10.9607035,-74.7997901,0.0,0.0,1,CENTRO
2016-09-04 02:30:00,2016,9,Dom,02:30:00:AM,Madrugada,Solo daños,Choque,CLLE 76 CRA 66,11.0086513,-74.7985465,0.0,0.0,1,NORTE
2016-09-04 16:05:00,2016,9,Dom,04:05:00:PM,Tarde,Solo daños,Choque,CRA 49 CLLE 66,10.9940465,-74.79908379999998,0.0,0.0,1,NORTE
2016-09-04 04:40:00,2016,9,Dom,04:40:00:AM,Madrugada,Con heridos,Choque,CL 76 CR 45,10.9960934,-74.81050010000001,1.0,0.0,1,NORTE
2016-09-04 05:15:00,2016,9,Dom,05:15:00:AM,Madrugada,Solo daños,Choque,CLLE 92 CRA 74,11.0239844,-74.814287,0.0,0.0,1,NORTE
2016-09-04 17:50:00,2016,9,Dom,05:50:00:PM,Tarde,Solo daños,Choque,CLLE 80 CRA 52,11.0046976,-74.8121381,0.0,0.0,1,NORTE
2016-09-04 18:30:00,2016,9,Dom,06:30:00:PM,Tarde,Solo daños,Choque,CL 72 CR 38,10.9853698,-74.81122640000002,0.0,0.0,1,NORTE
2016-09-04 06:50:00,2016,9,Dom,06:50:00:AM,Mañana,Solo daños,Choque,CLLE 50 CRA 2C,10.9348066,-74.80704809999997,0.0,0.0,1,SUR
2016-09-04 18:50:00,2016,9,Dom,06:50:00:PM,Tarde,Solo daños,Choque,CR 70 CR 68,11.016029199999998,-74.80984740000002,0.0,0.0,1,NORTE
2016-09-04 19:00:00,2016,9,Dom,07:00:00:PM,Noche,Solo daños,Choque,CR 42 CL 82A,10.9895179,-74.82555640000002,0.0,0.0,1,NORTE
2016-09-04 07:30:00,2016,9,Dom,07:30:00:AM,Mañana,Solo daños,Choque,CRA 46 CLLE 75,10.996039,-74.80890050000002,0.0,0.0,1,NORTE
2016-09-04 20:00:00,2016,9,Dom,08:00:00:PM,Noche,Solo daños,Choque,CRA 4 CLLE 33,10.9396823,-74.78553079999998,0.0,0.0,1,CENTRO
2016-09-04 09:15:00,2016,9,Dom,09:15:00:AM,Mañana,Solo daños,Choque,CRA 39 CLLE 36,10.9786347,-74.78036709999998,0.0,0.0,1,CENTRO
2016-09-04 22:30:00,2016,9,Dom,10:30:00:PM,Noche,Con heridos,Choque,CL 84 CR 51B,11.0056889,-74.81718740000002,3.0,0.0,1,NORTE
2016-09-04 11:30:00,2016,9,Dom,11:30:00:AM,Medio dia,Solo daños,Choque,CR 10 CL 51 36,10.9526204,-74.8047926,0.0,0.0,1,SUR
2016-09-04 12:30:00,2016,9,Dom,12:30:00:PM,Medio dia,Con heridos,Choque,CL 17 CR 25,10.9625031,-74.77509620000002,1.0,0.0,1,CENTRO
2016-09-04 00:40:00,2016,9,Dom,12:40:00:AM,Madrugada,Solo daños,Choque,CR 21 CL 45B,10.962065199999998,-74.7938735,0.0,0.0,1,CENTRO
2016-09-05 13:00:00,2016,9,Lun,01:00:00:PM,Medio dia,Solo daños,Choque,CRA 65 CLLE 96,11.0198754,-74.82014050000002,0.0,0.0,1,NORTE
2016-09-05 15:00:00,2016,9,Lun,03:00:00:PM,Tarde,Solo daños,Choque,CLLE 64 CRA 53,10.9952501,-74.79583000000002,0.0,0.0,1,NORTE
2016-09-05 16:20:00,2016,9,Lun,04:20:00:PM,Tarde,Con heridos,Atropello,CALLE 47 CR 37,10.9793639,-74.78838449999998,1.0,0.0,1,CENTRO
2016-09-05 06:20:00,2016,9,Lun,06:20:00:AM,Mañana,Con heridos,Choque,KILOMETRO 3 CRA 38,10.9785806,-74.78369620000002,2.0,0.0,1,CENTRO
2016-09-05 06:55:00,2016,9,Lun,06:55:00:AM,Mañana,Solo daños,Choque,CLLE 72 CRA 47,10.9950933,-74.8052075,0.0,0.0,1,NORTE
2016-09-05 19:00:00,2016,9,Lun,07:00:00:PM,Noche,Solo daños,Choque,cra 46 clle 93,11.0047043,-74.82691290000002,0.0,0.0,1,NORTE
2016-09-05 19:30:00,2016,9,Lun,07:30:00:PM,Noche,Solo daños,Choque,CL 50 53 55,10.99271,-74.78790129999999,0.0,0.0,1,CENTRO
2016-09-05 08:20:00,2016,9,Lun,08:20:00:AM,Mañana,Solo daños,Choque,CL 35 CR 8,10.9463391,-74.7901854,0.0,0.0,1,CENTRO
2016-09-05 09:15:00,2016,9,Lun,09:15:00:AM,Mañana,Con heridos,Choque,CRA 46 CLLE 68,10.9919701,-74.80129240000002,1.0,0.0,1,NORTE
2016-09-05 22:30:00,2016,9,Lun,10:30:00:PM,Noche,Solo daños,Choque,CRA 13C CLLE 41,10.9531267,-74.7956122,0.0,0.0,1,CENTRO
2016-09-05 10:50:00,2016,9,Lun,10:50:00:AM,Mañana,Solo daños,Choque,AV CIRCUNVALAR ENTRADA BARRIO LAS GRANJAS,10.9411714,-74.8338443,0.0,0.0,1,SUR
2016-09-05 11:00:00,2016,9,Lun,11:00:00:AM,Medio dia,Solo daños,Choque,CRA 43 CLLE 76,10.9942397,-74.81159699999998,0.0,0.0,1,NORTE
2016-09-06 13:30:00,2016,9,Mar,01:30:00:PM,Medio dia,Con heridos,Choque,CL 85 CR 64C,11.0144791,-74.8120093,2.0,0.0,1,NORTE
2016-09-06 13:30:00,2016,9,Mar,01:30:00:PM,Medio dia,Solo daños,Choque,CL 81 73 81,11.017955,-74.8065234,0.0,0.0,1,NORTE
2016-09-06 14:00:00,2016,9,Mar,02:00:00:PM,Tarde,Solo daños,Choque,CR 42H CL 85,10.9983335,-74.82265859999998,0.0,0.0,1,NORTE
2016-09-06 15:00:00,2016,9,Mar,03:00:00:PM,Tarde,Solo daños,Choque,CLLE 70 CRA 48,10.9946543,-74.8026297,0.0,0.0,1,NORTE
2016-09-06 15:50:00,2016,9,Mar,03:50:00:PM,Tarde,Solo daños,Choque,CL 75 CR 45,10.9952914,-74.8092946,0.0,0.0,1,NORTE
2016-09-06 05:00:00,2016,9,Mar,05:00:00:AM,Madrugada,Solo daños,Choque,CL 84 CR 42A,10.9957698,-74.8218326,0.0,0.0,1,NORTE
2016-09-06 17:20:00,2016,9,Mar,05:20:00:PM,Tarde,Con heridos,Choque,CRA 38 CLLE 84,10.9854113,-74.8305063,2.0,0.0,1,NORTE
2016-09-06 17:30:00,2016,9,Mar,05:30:00:PM,Tarde,Solo daños,Choque,CL 44 FRENTE AL 33 156,10.960545800000002,-74.7929187,0.0,0.0,1,CENTRO
2016-09-06 17:30:00,2016,9,Mar,05:30:00:PM,Tarde,Solo daños,Choque,CL 85 AV VIA 40,10.9995754,-74.82210169999998,0.0,0.0,1,NORTE
2016-09-06 18:00:00,2016,9,Mar,06:00:00:PM,Tarde,Con heridos,Choque,CL 86 42B 165,10.9967784,-74.82572429999998,2.0,0.0,1,NORTE
2016-09-06 18:00:00,2016,9,Mar,06:00:00:PM,Tarde,Solo daños,Choque,CL 36B CR 8E,10.9485976,-74.79261020000001,0.0,0.0,1,CENTRO
2016-09-06 18:00:00,2016,9,Mar,06:00:00:PM,Tarde,Solo daños,Choque,CLLE 17 CRA 17B,10.956042,-74.77414559999998,0.0,0.0,1,CENTRO
2016-09-06 18:30:00,2016,9,Mar,06:30:00:PM,Tarde,Solo daños,Choque,CL 76 CR 74,11.0135805,-74.79498000000002,0.0,0.0,1,NORTE
2016-09-06 06:40:00,2016,9,Mar,06:40:00:AM,Mañana,Solo daños,Choque,CL 98 CR 52,11.0120999,-74.82781990000002,0.0,0.0,1,NORTE
2016-09-06 06:42:00,2016,9,Mar,06:42:00:AM,Mañana,Solo daños,Choque,CLLE 56 CRA 9D,10.953588900000002,-74.80870089999998,0.0,0.0,1,SUR
2016-09-06 08:00:00,2016,9,Mar,08:00:00:AM,Mañana,Solo daños,Choque,CR 42H 82 203,10.9973742,-74.81996769999998,0.0,0.0,1,NORTE
2016-09-06 20:05:00,2016,9,Mar,08:05:00:PM,Noche,Solo daños,Choque,CL 50 CR 35,10.9777709,-74.7910871,0.0,0.0,1,CENTRO
2016-09-06 08:50:00,2016,9,Mar,08:50:00:AM,Mañana,Solo daños,Choque,CRA 60 CLLE 77B,11.0084771,-74.80239089999998,0.0,0.0,1,NORTE
2016-09-06 21:00:00,2016,9,Mar,09:00:00:PM,Noche,Solo daños,Choque,CR 46 CL 53,10.9887032,-74.7894895,0.0,0.0,1,CENTRO
2016-09-06 09:20:00,2016,9,Mar,09:20:00:AM,Mañana,Con heridos,Choque,CALLE 76 CR 43 Y 43B,10.9942397,-74.81159699999998,1.0,0.0,1,NORTE
2016-09-06 10:00:00,2016,9,Mar,10:00:00:AM,Mañana,Solo daños,Choque,CR 53 CL 72,10.9983184,-74.80248510000001,0.0,0.0,1,NORTE
2016-09-06 10:00:00,2016,9,Mar,10:00:00:AM,Mañana,Solo daños,Choque,CR 64 CL 91,11.0156374,-74.81734039999998,0.0,0.0,1,NORTE
2016-09-06 11:40:00,2016,9,Mar,11:40:00:AM,Medio dia,Solo daños,Choque,CL 72 CR 45,10.9933667,-74.8060386,0.0,0.0,1,NORTE
2016-09-06 11:50:00,2016,9,Mar,11:50:00:AM,Medio dia,Solo daños,Choque,CR 38 17 19,10.9754497,-74.77549309999998,0.0,0.0,1,CENTRO
2016-09-06 00:00:00,2016,9,Mar,12:00:00:AM,Madrugada,Solo daños,Choque,CRA 54 CLLE 55,10.992770599999998,-74.7912042,0.0,0.0,1,CENTRO
2016-09-06 12:00:00,2016,9,Mar,12:00:00:PM,Medio dia,Solo daños,Choque,CLLE 99 CRA 57,11.0168776,-74.82599880000002,0.0,0.0,1,NORTE
2016-09-06 12:30:00,2016,9,Mar,12:30:00:PM,Medio dia,Solo daños,Choque,CRA 54 CLLE 72,10.9989782,-74.80157899999998,0.0,0.0,1,NORTE
2016-09-06 12:40:00,2016,9,Mar,12:40:00:PM,Medio dia,Solo daños,Choque,CLLE 77B CRA 59,11.0074539,-74.8029225,0.0,0.0,1,NORTE
2016-09-07 13:00:00,2016,9,Mié,01:00:00:PM,Medio dia,Solo daños,Choque,AV CIRCUNVALAR ENTRADA 20 DE JULIO,10.9411714,-74.8338443,0.0,0.0,1,SUR
2016-09-07 15:00:00,2016,9,Mié,03:00:00:PM,Tarde,Solo daños,Choque,CR 9 CL 5,10.9505366,-74.76756189999998,0.0,0.0,1,CENTRO
2016-09-07 17:00:00,2016,9,Mié,05:00:00:PM,Tarde,Solo daños,Choque,CL 72 CR 66,11.0052474,-74.7939777,0.0,0.0,1,NORTE
2016-09-07 17:15:00,2016,9,Mié,05:15:00:PM,Tarde,Con heridos,Choque,AVENIDA 110 CRA 53,11.01986,-74.8393968,1.0,0.0,1,NORTE
2016-09-07 17:30:00,2016,9,Mié,05:30:00:PM,Tarde,Solo daños,Choque,VIA 40 CL 106,10.9513585,-74.7946171,0.0,0.0,1,CENTRO
2016-09-07 17:40:00,2016,9,Mié,05:40:00:PM,Tarde,Solo daños,Choque,CR 42 CLLE 80,10.9893169,-74.8206752,0.0,0.0,1,NORTE
2016-09-07 19:00:00,2016,9,Mié,07:00:00:PM,Noche,Solo daños,Choque,AVENIDA 110 CRA 6R,10.9500886,-74.83066559999997,0.0,0.0,1,SUR
2016-09-07 19:00:00,2016,9,Mié,07:00:00:PM,Noche,Solo daños,Choque,CL 30 CR 11 Y 8,10.9499044,-74.7893179,0.0,0.0,1,CENTRO
2016-09-07 19:40:00,2016,9,Mié,07:40:00:PM,Noche,Solo daños,Choque,CLLE 110 CRA 8,10.9478668,-74.78034130000002,0.0,0.0,1,CENTRO
2016-09-07 07:50:00,2016,9,Mié,07:50:00:AM,Mañana,Solo daños,Choque,CL 26 CR 15,10.9526771,-74.78021890000002,0.0,0.0,1,CENTRO
2016-09-07 08:10:00,2016,9,Mié,08:10:00:AM,Mañana,Solo daños,Choque,CL 76 AV VIA 40,11.0100753,-74.79753459999998,0.0,0.0,1,NORTE
2016-09-07 08:10:00,2016,9,Mié,08:10:00:AM,Mañana,Solo daños,Choque,CR 50 CL 102,11.01223,-74.83445619999998,0.0,0.0,1,NORTE
2016-09-07 09:30:00,2016,9,Mié,09:30:00:AM,Mañana,Solo daños,Choque,CRA 49C CLLE 79,11.0000584,-74.81106919999998,0.0,0.0,1,NORTE
2016-09-07 10:30:00,2016,9,Mié,10:30:00:AM,Mañana,Solo daños,Choque,CLLE 70 CRA 39,10.9861155,-74.807284,0.0,0.0,1,NORTE
2016-09-07 12:15:00,2016,9,Mié,12:15:00:PM,Medio dia,Solo daños,Choque,CRA 38 CLLE 63,10.983943,-74.79957040000002,0.0,0.0,1,CENTRO
2016-09-08 13:00:00,2016,9,Jue,01:00:00:PM,Medio dia,Solo daños,Choque,CL 30 10 234 BODEGAS SATURNO FRENTE BODEGA 33,11.004107199999998,-74.80698129999998,0.0,0.0,1,NORTE
2016-09-08 14:30:00,2016,9,Jue,02:30:00:PM,Tarde,Solo daños,Choque,CL 72 66 107,11.0060755,-74.79361879999998,0.0,0.0,1,NORTE
2016-09-08 15:20:00,2016,9,Jue,03:20:00:PM,Tarde,Solo daños,Choque,CR 46 AV CIRCUNVALAR RETORNO OREJA,10.9720852,-74.83681429999999,0.0,0.0,1,SUR
2016-09-08 15:30:00,2016,9,Jue,03:30:00:PM,Tarde,Solo daños,Choque,AV 47 CLLE 99B,10.9606961,-74.8314244,0.0,0.0,1,SUR
2016-09-08 15:50:00,2016,9,Jue,03:50:00:PM,Tarde,Con heridos,Choque,CR 34 CL 72,10.9826608,-74.8123253,1.0,0.0,1,NORTE
2016-09-08 15:50:00,2016,9,Jue,03:50:00:PM,Tarde,Solo daños,Choque,CL 76 CR 56,11.0045029,-74.80330790000002,0.0,0.0,1,NORTE
