FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,LATITUD,LONGITUD
04/05/2015 12:00:00 AM,2015,4,Dom,09:10:00:AM,Solo daños,Choque,CRA 38 CLLE 35,0.0,0.0,1,10.9772935,-74.7798796
04/05/2015 12:00:00 AM,2015,4,Dom,09:30:00:PM,Solo daños,Choque,CR 43 CL 79,0.0,0.0,1,10.995324900000002,-74.8136578
04/05/2015 12:00:00 AM,2015,4,Dom,10:40:00:AM,Con heridos,Choque,AVENIDA 110 CRA 51B,1.0,0.0,1,11.0166875,-74.8387183
04/06/2015 12:00:00 AM,2015,4,Lun,01:00:00:PM,Solo daños,Choque,CRA 52 CLLE 74,0.0,0.0,1,10.9992924,-74.80437549999998
04/06/2015 12:00:00 AM,2015,4,Lun,03:00:00:PM,Solo daños,Choque,CR 49C 96A 29,0.0,0.0,1,11.0081721,-74.829146
04/06/2015 12:00:00 AM,2015,4,Lun,04:00:00:PM,Solo daños,Choque,CLLE 76 CRA 44,0.0,0.0,1,10.9953433,-74.8109259
04/06/2015 12:00:00 AM,2015,4,Lun,04:45:00:PM,Solo daños,Choque,CLLE 42 CRA 32,0.0,0.0,1,10.9729804,-74.78612700000002
04/06/2015 12:00:00 AM,2015,4,Lun,06:30:00:AM,Solo daños,Choque,CALLE 48 CR 50,0.0,0.0,1,10.9901335,-74.7860129
04/06/2015 12:00:00 AM,2015,4,Lun,06:30:00:PM,Solo daños,Choque,CR 43 CL 61,0.0,0.0,1,10.986423,-74.7975661
04/06/2015 12:00:00 AM,2015,4,Lun,09:10:00:AM,Solo daños,Choque,CL 99 CR 56,0.0,0.0,1,11.0161353,-74.8264777
04/06/2015 12:00:00 AM,2015,4,Lun,09:30:00:AM,Solo daños,Choque,CR 44 CL 53,0.0,0.0,1,10.9858518,-74.7908436
04/06/2015 12:00:00 AM,2015,4,Lun,09:50:00:AM,Solo daños,Choque,CLLE 40 CRA 19,0.0,0.0,1,10.9573563,-74.79214999999998
04/06/2015 12:00:00 AM,2015,4,Lun,09:50:00:AM,Solo daños,Choque,CLLE 45 CRA 22,0.0,0.0,1,10.9642656,-74.7923392
04/06/2015 12:00:00 AM,2015,4,Lun,10:05:00:AM,Con muertos,Choque,CR 44B CL 61,1.0,1.0,1,10.988751,-74.7968745
04/06/2015 12:00:00 AM,2015,4,Lun,10:30:00:AM,Solo daños,Choque,CALLE 96 CR 43,0.0,0.0,1,11.0029441,-74.83248069999998
04/06/2015 12:00:00 AM,2015,4,Lun,10:50:00:AM,Solo daños,Choque,VIA 40 CR 51,0.0,0.0,1,11.0215868,-74.79971450000002
04/06/2015 12:00:00 AM,2015,4,Lun,11:30:00:AM,Solo daños,Choque,CRA 43 CLLE 68,0.0,0.0,1,10.9889008,-74.80217379999998
04/06/2015 12:00:00 AM,2015,4,Lun,11:40:00:AM,Solo daños,Choque,CR 9G 95 33,0.0,0.0,1,10.958148,-74.8268166
04/06/2015 12:00:00 AM,2015,4,Lun,12:00:00:PM,Solo daños,Choque,CALLE 75 CR 54,0.0,0.0,1,11.0018994,-74.80382209999998
04/06/2015 12:00:00 AM,2015,4,Lun,12:30:00:PM,Solo daños,Choque,CR 53 CL 79,0.0,0.0,1,11.004304,-74.8081282
04/06/2015 12:00:00 AM,2015,4,Lun,12:40:00:PM,Solo daños,Volcamiento,KM 7 VIA JUAN MINA,0.0,0.0,1,10.9597069,-74.88807109999998
04/07/2015 12:00:00 AM,2015,4,Mar,01:15:00:PM,Solo daños,Choque,CALLE 82 CR 59B,0.0,0.0,1,11.0109828,-74.8109676
04/07/2015 12:00:00 AM,2015,4,Mar,01:20:00:PM,Solo daños,Choque,CR 24 CL 51,0.0,0.0,1,10.9687195,-74.79563509999998
04/07/2015 12:00:00 AM,2015,4,Mar,02:20:00:PM,Solo daños,Choque,CALLE 31 CR 45,0.0,0.0,1,10.9398981,-74.7843287
04/07/2015 12:00:00 AM,2015,4,Mar,04:45:00:PM,Solo daños,Choque,VIA 40 54 58,0.0,0.0,1,10.996157,-74.78149119999998
04/07/2015 12:00:00 AM,2015,4,Mar,04:56:00:PM,Solo daños,Choque,CLLE 93 CRA 71,0.0,0.0,1,11.0203685,-74.81644190000002
04/07/2015 12:00:00 AM,2015,4,Mar,06:45:00:AM,Solo daños,Choque,CALLE 74 CR 53,0.0,0.0,1,10.9998159,-74.8035836
04/07/2015 12:00:00 AM,2015,4,Mar,07:15:00:AM,Solo daños,Choque,CR 58 CL 76,0.0,0.0,1,11.0056407,-74.80177739999998
04/07/2015 12:00:00 AM,2015,4,Mar,07:50:00:AM,Solo daños,Choque,CLLE 80 CRA 78,0.0,0.0,1,11.0201843,-74.8036944
04/07/2015 12:00:00 AM,2015,4,Mar,08:00:00:AM,Con heridos,Choque,CLLE 80 CRA 74,2.0,0.0,1,11.0175484,-74.80495549999998
04/07/2015 12:00:00 AM,2015,4,Mar,09:30:00:AM,Solo daños,Choque,CALLE 96 CR 43,0.0,0.0,1,11.0029441,-74.83248069999998
04/07/2015 12:00:00 AM,2015,4,Mar,10:20:00:AM,Solo daños,Choque,CLLE 36B CRA 20,0.0,0.0,1,10.9578399,-74.78903340000002
04/07/2015 12:00:00 AM,2015,4,Mar,12:00:00:PM,Solo daños,Choque,CALLE 85 CR 79,0.0,0.0,1,11.0249569,-74.8053829
04/07/2015 12:00:00 AM,2015,4,Mar,12:20:00:PM,Solo daños,Choque,CLLE 19 CRA 6D,0.0,0.0,1,10.946242800000002,-74.77581509999997
04/07/2015 12:00:00 AM,2015,4,Mar,12:40:00:PM,Solo daños,Choque,CALLE 106 86A 65,0.0,0.0,1,11.0424821,-74.82535
04/08/2015 12:00:00 AM,2015,4,Mié,02:10:00:PM,Solo daños,Choque,AV VIA AL MAR CM 108+250,0.0,0.0,1,11.0203938,-74.871166
04/08/2015 12:00:00 AM,2015,4,Mié,02:20:00:PM,Solo daños,Choque,CALLE 17 CR 8,0.0,0.0,1,10.948341,-74.77345809999998
04/08/2015 12:00:00 AM,2015,4,Mié,02:50:00:PM,Con muertos,Choque,VIA 40 CLLE 73,0.0,1.0,1,11.0093944,-74.79121529999998
04/08/2015 12:00:00 AM,2015,4,Mié,02:50:00:PM,Solo daños,Choque,CALLE 82 53 10,0.0,0.0,1,11.0063915,-74.812849
04/08/2015 12:00:00 AM,2015,4,Mié,03:00:00:PM,Solo daños,Choque,VIA 40 CR 73,0.0,0.0,1,11.010077,-74.7910868
04/08/2015 12:00:00 AM,2015,4,Mié,04:40:00:PM,Solo daños,Choque,CLLE 30 CRA 4B,0.0,0.0,1,10.9433844,-74.78383659999999
04/08/2015 12:00:00 AM,2015,4,Mié,06:10:00:PM,Solo daños,Choque,CR 46 90 52,0.0,0.0,1,11.0038593,-74.82493000000002
04/08/2015 12:00:00 AM,2015,4,Mié,06:35:00:PM,Solo daños,Choque,CLLE 70 CRA 44,0.0,0.0,1,10.9913249,-74.804406
04/08/2015 12:00:00 AM,2015,4,Mié,07:10:00:PM,Solo daños,Choque,CLLE 59 CRA 54,0.0,0.0,1,10.9939843,-74.7926627
04/08/2015 12:00:00 AM,2015,4,Mié,07:45:00:AM,Solo daños,Choque,CL 61 CR 37,0.0,0.0,1,10.9828046,-74.79947229999998
04/08/2015 12:00:00 AM,2015,4,Mié,08:05:00:AM,Solo daños,Choque,CR 43B CL 80,0.0,0.0,1,10.997159300000002,-74.81548690000002
04/08/2015 12:00:00 AM,2015,4,Mié,08:10:00:AM,Solo daños,Choque,CALLE 35 CR 35,0.0,0.0,1,10.9747281,-74.7808151
04/08/2015 12:00:00 AM,2015,4,Mié,08:10:00:AM,Solo daños,Choque,CALLE 85 42D 100,0.0,0.0,1,10.9966981,-74.82461059999999
04/08/2015 12:00:00 AM,2015,4,Mié,08:30:00:AM,Solo daños,Choque,CLLE 58 CRA 25,0.0,0.0,1,10.9727339,-74.801712
04/08/2015 12:00:00 AM,2015,4,Mié,08:46:00:AM,Solo daños,Choque,AVENIDA 110 CRA 38,0.0,0.0,1,10.986988,-74.8170063
04/08/2015 12:00:00 AM,2015,4,Mié,09:30:00:AM,Solo daños,Choque,CALLE 99 CR 53,0.0,0.0,1,11.0145061,-74.82758170000002
04/08/2015 12:00:00 AM,2015,4,Mié,10:00:00:AM,Solo daños,Choque,CRA 44 CLLE 45,0.0,0.0,1,10.9845462,-74.7856181
04/08/2015 12:00:00 AM,2015,4,Mié,10:00:00:AM,Solo daños,Choque,CRA 57 CLLE 81,0.0,0.0,1,11.0081819,-74.80998620000003
04/08/2015 12:00:00 AM,2015,4,Mié,11:00:00:AM,Solo daños,Choque,AV CIRCUNVALAR ENTRADA AL PUEBLITO,0.0,0.0,1,10.9411714,-74.8338443
04/08/2015 12:00:00 AM,2015,4,Mié,12:50:00:PM,Solo daños,Choque,CALLE 100 CR 49C,0.0,0.0,1,11.0094816,-74.83321389999998
04/09/2015 12:00:00 AM,2015,4,Jue,03:00:00:PM,Solo daños,Choque,CLLE 64 CRA 50,0.0,0.0,1,10.9940851,-74.7977093
04/09/2015 12:00:00 AM,2015,4,Jue,05:30:00:PM,Solo daños,Choque,CLLE 94 CRA 57,0.0,0.0,1,11.0149962,-74.8211783
04/09/2015 12:00:00 AM,2015,4,Jue,06:10:00:PM,Solo daños,Choque,CRA 38 CLLE 81,0.0,0.0,1,10.9855515,-74.8220415
04/09/2015 12:00:00 AM,2015,4,Jue,06:20:00:PM,Solo daños,Choque,CRA 41 CLLE 69D,0.0,0.0,1,10.9869144,-74.8039589
04/09/2015 12:00:00 AM,2015,4,Jue,06:40:00:AM,Solo daños,Choque,CRA 38 CLLE 29,0.0,0.0,1,10.975964,-74.7767824
04/09/2015 12:00:00 AM,2015,4,Jue,07:00:00:PM,Solo daños,Choque,CRA 8B DIAG 5,0.0,0.0,1,10.947223199999998,-74.8061737
04/09/2015 12:00:00 AM,2015,4,Jue,07:15:00:AM,Solo daños,Choque,CRA 35 CLLE 47,0.0,0.0,1,10.9773088,-74.7889618
04/09/2015 12:00:00 AM,2015,4,Jue,07:25:00:PM,Solo daños,Choque,CLLE 85 CRA 57,0.0,0.0,1,11.0102024,-74.8151565
04/09/2015 12:00:00 AM,2015,4,Jue,07:30:00:AM,Solo daños,Choque,CALLE 72 CR 36 35,0.0,0.0,1,10.9847631,-74.81185169999998
04/09/2015 12:00:00 AM,2015,4,Jue,07:30:00:AM,Solo daños,Choque,CLLE 44B CRA 4A,0.0,0.0,1,10.9387183,-74.7989374
04/09/2015 12:00:00 AM,2015,4,Jue,07:49:00:AM,Solo daños,Choque,CLLE 79 CRA 42F,0.0,0.0,1,10.994006,-74.8144662
04/09/2015 12:00:00 AM,2015,4,Jue,08:10:00:AM,Solo daños,Choque,CRA 46 CLLE 30,0.0,0.0,1,10.9854607,-74.776012
04/09/2015 12:00:00 AM,2015,4,Jue,08:20:00:AM,Con heridos,Choque,CALLE 72 57 33,1.0,0.0,1,11.0007905,-74.79906899999997
04/09/2015 12:00:00 AM,2015,4,Jue,08:40:00:AM,Con heridos,Atropello,CLLE 70 CRA 52,1.0,0.0,1,10.9964788,-74.80145949999998
04/09/2015 12:00:00 AM,2015,4,Jue,09:05:00:PM,Solo daños,Choque,CLLE 19 CRA 8,0.0,0.0,1,10.9480714,-74.7753546
04/09/2015 12:00:00 AM,2015,4,Jue,09:20:00:PM,Solo daños,Choque,CRA 42H CLLE 85,0.0,0.0,1,10.9983335,-74.82265859999998
04/09/2015 12:00:00 AM,2015,4,Jue,11:00:00:PM,Solo daños,Choque,CALLE 54 CR 37,0.0,0.0,1,10.9807706,-74.79493559999997
04/09/2015 12:00:00 AM,2015,4,Jue,11:30:00:AM,Con heridos,Choque,CR 21 CL 45C,2.0,0.0,1,10.9619894,-74.7939988
04/09/2015 12:00:00 AM,2015,4,Jue,12:00:00:PM,Solo daños,Choque,CALLE 1 CR 30,0.0,0.0,1,10.9671021,-74.7663859
04/09/2015 12:00:00 AM,2015,4,Jue,12:00:00:PM,Solo daños,Choque,CR 45 CL 42,0.0,0.0,1,10.9857389,-74.78266789999998
04/09/2015 12:00:00 AM,2015,4,Jue,12:45:00:PM,Solo daños,Choque,CR 43 94 42,0.0,0.0,1,11.0025764,-74.8290315
04/09/2015 12:00:00 AM,2015,4,Jue,12:50:00:PM,Solo daños,Choque,AVENIDA 45 CRA 45,0.0,0.0,1,10.9902719,-74.79910230000002
04/10/2015 12:00:00 AM,2015,4,Vie,01:00:00:PM,Solo daños,Choque,CALLE 45 33 143,0.0,0.0,1,10.9762066,-74.78803459999997
04/10/2015 12:00:00 AM,2015,4,Vie,01:10:00:PM,Solo daños,Choque,CRA 49 CLLE 70,0.0,0.0,1,10.9954073,-74.8022218
04/10/2015 12:00:00 AM,2015,4,Vie,01:30:00:PM,Solo daños,Choque,CR 43 CL 87,0.0,0.0,1,10.9998837,-74.82399709999999
04/10/2015 12:00:00 AM,2015,4,Vie,01:45:00:PM,Solo daños,Choque,CRA 20 CLLE 39,0.0,0.0,1,10.9586342,-74.7909437
04/10/2015 12:00:00 AM,2015,4,Vie,04:30:00:PM,Solo daños,Choque,CLLE 76 CRA 68,0.0,0.0,1,11.0100753,-74.79753459999998
04/10/2015 12:00:00 AM,2015,4,Vie,04:50:00:PM,Solo daños,Choque,CLLE 85 CRA 59B,0.0,0.0,1,11.0122192,-74.81366750000002
04/10/2015 12:00:00 AM,2015,4,Vie,05:00:00:AM,Con heridos,Choque,CLLE 80B CRA 42A,2.0,0.0,1,10.9899446,-74.822559
04/10/2015 12:00:00 AM,2015,4,Vie,05:10:00:PM,Con heridos,Atropello,CORDIALIDAD CALLE 98,1.0,0.0,1,10.9440053,-74.82765119999998
04/10/2015 12:00:00 AM,2015,4,Vie,05:35:00:PM,Solo daños,Choque,CLLE 58 CRA 59,0.0,0.0,1,10.9950877,-74.79251490000001
04/10/2015 12:00:00 AM,2015,4,Vie,05:40:00:AM,Solo daños,Choque,CALLE 49 CR 2F,0.0,0.0,1,10.9350101,-74.8047267
04/10/2015 12:00:00 AM,2015,4,Vie,05:40:00:PM,Solo daños,Choque,CR 23 CL 21,0.0,0.0,1,10.9608714,-74.7771976
04/10/2015 12:00:00 AM,2015,4,Vie,06:10:00:AM,Con heridos,Choque,CLLE 54 CRA 45,3.0,0.0,1,10.9881488,-74.79135339999998
04/10/2015 12:00:00 AM,2015,4,Vie,06:10:00:PM,Con heridos,Choque,CALLE 84 CR 43B,2.0,0.0,1,10.999301699999998,-74.81976440000003
04/10/2015 12:00:00 AM,2015,4,Vie,06:20:00:PM,Solo daños,Choque,CR 38 51 38,0.0,0.0,1,10.9809515,-74.79156850000003
04/10/2015 12:00:00 AM,2015,4,Vie,06:30:00:AM,Solo daños,Choque,AVENIDA 110 CRA 38,0.0,0.0,1,10.986988,-74.8170063
04/10/2015 12:00:00 AM,2015,4,Vie,07:20:00:AM,Solo daños,Choque,CRA 50 CLLE 87,0.0,0.0,1,11.00569,-74.8215348
04/10/2015 12:00:00 AM,2015,4,Vie,07:40:00:AM,Solo daños,Choque,CLLE 30 CRA 1,0.0,0.0,1,10.9378693,-74.78269569999998
04/10/2015 12:00:00 AM,2015,4,Vie,09:30:00:AM,Solo daños,Choque,CLLE 82 CRA 42H,0.0,0.0,2,10.996878,-74.8183497
04/10/2015 12:00:00 AM,2015,4,Vie,09:40:00:AM,Solo daños,Choque,CALLE 30 CR 20,0.0,0.0,1,10.9567404,-74.7858986
04/10/2015 12:00:00 AM,2015,4,Vie,10:00:00:AM,Solo daños,Choque,CLLE 58 CRA 21B,0.0,0.0,1,10.9684513,-74.8019348
04/10/2015 12:00:00 AM,2015,4,Vie,10:00:00:PM,Solo daños,Choque,CALLE 30 CR 36,0.0,0.0,1,10.9750376,-74.77798709999998
04/10/2015 12:00:00 AM,2015,4,Vie,11:50:00:AM,Solo daños,Choque,CLLE 50 CRA 41,0.0,0.0,1,10.9820734,-74.789909
04/11/2015 12:00:00 AM,2015,4,Sáb,01:59:00:AM,Con heridos,Choque,CR 54 CL 74,1.0,0.0,1,11.000387,-74.8028372
04/11/2015 12:00:00 AM,2015,4,Sáb,02:50:00:AM,Solo daños,Choque,CRA 51B CLLE 82,0.0,0.0,1,11.020151,-74.871263
04/11/2015 12:00:00 AM,2015,4,Sáb,05:40:00:PM,Solo daños,Choque,CALLE 47 CR 29,0.0,0.0,1,10.9712591,-74.79092440000002
04/11/2015 12:00:00 AM,2015,4,Sáb,05:50:00:PM,Solo daños,Choque,CLLE 23 CRA 5C,0.0,0.0,1,10.9447025,-74.77817540000002
04/11/2015 12:00:00 AM,2015,4,Sáb,06:00:00:PM,Solo daños,Choque,CRA 26 CLLE 37,0.0,0.0,1,10.9663789,-74.7853033
04/11/2015 12:00:00 AM,2015,4,Sáb,07:05:00:PM,Solo daños,Choque,CRA 45 CLLE 53,0.0,0.0,1,10.987667,-74.78958039999998
04/11/2015 12:00:00 AM,2015,4,Sáb,07:10:00:AM,Solo daños,Choque,CLLE 17 CRA 14,0.0,0.0,1,10.9532704,-74.7739277
04/11/2015 12:00:00 AM,2015,4,Sáb,07:20:00:AM,Con heridos,Choque,CALLE 17 CR 35B,2.0,0.0,1,10.9739092,-74.77508329999998
04/11/2015 12:00:00 AM,2015,4,Sáb,07:30:00:PM,Solo daños,Choque,CRA 51B CLLE 98,0.0,0.0,1,11.0110774,-74.8288341
04/11/2015 12:00:00 AM,2015,4,Sáb,07:40:00:AM,Solo daños,Choque,AVENIDA 110 CLLE 107,0.0,0.0,1,10.9400963,-74.83345990000002
04/11/2015 12:00:00 AM,2015,4,Sáb,08:00:00:AM,Solo daños,Choque,AVENIDA CIRCUNVALAR CR 38 Y 46,0.0,0.0,1,10.9411714,-74.8338443
04/11/2015 12:00:00 AM,2015,4,Sáb,08:15:00:AM,Con heridos,Choque,CALLE 117B CR 37,2.0,0.0,1,10.9805787,-74.8412898
04/11/2015 12:00:00 AM,2015,4,Sáb,08:20:00:AM,Solo daños,Choque,CALLE 54 CR 10,0.0,0.0,1,10.9540145,-74.80681969999998
04/11/2015 12:00:00 AM,2015,4,Sáb,09:00:00:AM,Solo daños,Choque,CALLE 83 CR 42D,0.0,0.0,1,10.9936381,-74.8217507
04/11/2015 12:00:00 AM,2015,4,Sáb,09:00:00:PM,Solo daños,Choque,AVENIDA CIRCUNVALAR CR  51B,0.0,0.0,1,10.9233352,-74.8143403
04/11/2015 12:00:00 AM,2015,4,Sáb,09:20:00:PM,Con heridos,Choque,CALLE 87 CR 75A,1.0,0.0,1,11.022259599999998,-74.8113315
04/11/2015 12:00:00 AM,2015,4,Sáb,10:10:00:AM,Solo daños,Choque,VIA 40 CL 80,0.0,0.0,1,11.0230664,-74.8009057
04/12/2015 12:00:00 AM,2015,4,Dom,03:20:00:PM,Con heridos,Choque,CALLE 17 CR 8,1.0,0.0,1,10.948341,-74.77345809999998
04/12/2015 12:00:00 AM,2015,4,Dom,03:30:00:AM,Con heridos,Atropello,CLLE 51B CRA 9 SUR,1.0,0.0,1,10.9258474,-74.8144569
04/12/2015 12:00:00 AM,2015,4,Dom,03:40:00:PM,Con heridos,Choque,CR 46 CL 76,2.0,0.0,1,10.9968087,-74.81006810000002
04/12/2015 12:00:00 AM,2015,4,Dom,04:00:00:PM,Solo daños,Choque,AVENIDA 110 CRA 6,0.0,0.0,1,10.9449,-74.8240392
04/12/2015 12:00:00 AM,2015,4,Dom,06:50:00:AM,Solo daños,Choque,CALLE 19 CR 4D,0.0,0.0,1,10.9424822,-74.7774316
04/12/2015 12:00:00 AM,2015,4,Dom,07:15:00:AM,Solo daños,Choque,CL 19 CR 3G,0.0,0.0,1,11.0352564,-74.869923
04/12/2015 12:00:00 AM,2015,4,Dom,11:40:00:PM,Solo daños,Choque,CLLE 30 CRA 23,0.0,0.0,1,10.9622429,-74.78389279999998
04/12/2015 12:00:00 AM,2015,4,Dom,12:15:00:AM,Solo daños,Choque,CALLE 72 46 31,0.0,0.0,1,10.9945745,-74.8054681
04/13/2015 12:00:00 AM,2015,4,Lun,01:40:00:PM,Solo daños,Choque,CLLE 62 CRA 47,0.0,0.0,1,10.9920226,-74.79671590000002
04/13/2015 12:00:00 AM,2015,4,Lun,02:20:00:PM,Solo daños,Choque,CRA 51B KM 100,0.0,0.0,1,11.016469,-74.84170069999998
04/13/2015 12:00:00 AM,2015,4,Lun,02:30:00:PM,Solo daños,Choque,CRA 46 KM 108,0.0,0.0,1,10.9953478,-74.80667849999998
04/13/2015 12:00:00 AM,2015,4,Lun,03:20:00:PM,Solo daños,Choque,CLLE 85 CRA 59,0.0,0.0,1,11.011548199999998,-74.8141497
04/13/2015 12:00:00 AM,2015,4,Lun,04:15:00:PM,Solo daños,Choque,VIA 40 CRA 53B,0.0,0.0,1,11.0252722,-74.80307669999998
04/13/2015 12:00:00 AM,2015,4,Lun,05:30:00:PM,Solo daños,Choque,CR 57 CL 70 Y 72,0.0,0.0,1,10.9994421,-74.79837959999998
04/13/2015 12:00:00 AM,2015,4,Lun,06:30:00:PM,Solo daños,Choque,CALLE 68 CR 62,0.0,0.0,1,11.0004925,-74.79356990000002
04/13/2015 12:00:00 AM,2015,4,Lun,06:45:00:AM,Con heridos,Choque,CALLE 56 CR 13B,1.0,0.0,1,10.9580467,-74.80413639999998
04/13/2015 12:00:00 AM,2015,4,Lun,07:30:00:AM,Solo daños,Choque,CRA 38 AVENIDA 110,0.0,0.0,1,10.986988,-74.8170063
04/13/2015 12:00:00 AM,2015,4,Lun,07:30:00:PM,Solo daños,Choque,AV CIRCUNVALAR CALLE 45 RETORNO PUENTE,0.0,0.0,1,10.9411714,-74.8338443
04/13/2015 12:00:00 AM,2015,4,Lun,07:35:00:AM,Solo daños,Choque,CRA 22 CLLE 47C,0.0,0.0,1,10.9658286,-74.79447629999999
04/13/2015 12:00:00 AM,2015,4,Lun,08:00:00:PM,Solo daños,Choque,CR 46 CL 85,0.0,0.0,1,11.002309599999998,-74.8210842
04/13/2015 12:00:00 AM,2015,4,Lun,08:00:00:PM,Solo daños,Choque,CRA 64 CLLE 90,0.0,0.0,1,11.0152075,-74.81699920000001
04/13/2015 12:00:00 AM,2015,4,Lun,09:50:00:AM,Solo daños,Choque,CLLE 53D CRA 16,0.0,0.0,1,10.9618052,-74.80329549999998
04/13/2015 12:00:00 AM,2015,4,Lun,10:30:00:AM,Solo daños,Choque,CR 42F CON 79,0.0,0.0,1,10.994006,-74.8144662
04/13/2015 12:00:00 AM,2015,4,Lun,11:20:00:PM,Solo daños,Choque,CR 27 CL 43,0.0,0.0,1,10.9689946,-74.78857509999997
04/13/2015 12:00:00 AM,2015,4,Lun,12:00:00:AM,Solo daños,Choque,CLLE 82 CRA 52,0.0,0.0,1,11.005283,-74.813897
04/13/2015 12:00:00 AM,2015,4,Lun,12:00:00:PM,Solo daños,Choque,CRA 38 CLLE 33,0.0,0.0,1,10.9768609,-74.7788128
04/14/2015 12:00:00 AM,2015,4,Mar,02:00:00:PM,Solo daños,Choque,CR 46 CL 88,0.0,0.0,1,11.0031909,-74.82362890000002
04/14/2015 12:00:00 AM,2015,4,Mar,02:20:00:PM,Solo daños,Choque,CR 53 79 47,0.0,0.0,1,11.0047909,-74.80771519999998
04/14/2015 12:00:00 AM,2015,4,Mar,03:10:00:PM,Solo daños,Choque,CALLE 26 19 27,0.0,0.0,1,10.9562234,-74.78095259999998
04/14/2015 12:00:00 AM,2015,4,Mar,04:00:00:PM,Solo daños,Choque,CALLE 70 CR 45,0.0,0.0,1,10.9922433,-74.8039222
04/14/2015 12:00:00 AM,2015,4,Mar,05:20:00:PM,Con heridos,Choque,CLLE 70 CRA 49,1.0,0.0,1,10.9954073,-74.8022218
04/14/2015 12:00:00 AM,2015,4,Mar,06:40:00:PM,Solo daños,Choque,CLLE 19 CR 1E,0.0,0.0,1,10.9364945,-74.7800177
04/14/2015 12:00:00 AM,2015,4,Mar,06:40:00:PM,Solo daños,Choque,CLLE 79 CRA 4F,0.0,0.0,1,11.0013524,-74.80983509999999
04/14/2015 12:00:00 AM,2015,4,Mar,07:40:00:PM,Solo daños,Choque,CLLE 19 CRA 1,0.0,0.0,1,10.936994,-74.77969859999997
04/14/2015 12:00:00 AM,2015,4,Mar,08:00:00:AM,Solo daños,Choque,CRA 13 CLLE 52D,0.0,0.0,1,10.9633452,-74.83954759999997
04/14/2015 12:00:00 AM,2015,4,Mar,08:20:00:AM,Solo daños,Choque,CR 52 106 140,0.0,0.0,1,11.0169565,-74.836711
04/14/2015 12:00:00 AM,2015,4,Mar,08:30:00:PM,Solo daños,Choque,CR 54 CL 75,0.0,0.0,1,11.0018994,-74.80382209999998
04/14/2015 12:00:00 AM,2015,4,Mar,09:15:00:PM,Solo daños,Choque,CRA 57 CLLE 91,0.0,0.0,1,11.0141144,-74.8198132
04/14/2015 12:00:00 AM,2015,4,Mar,09:20:00:PM,Solo daños,Choque,CR 43 CL 84,0.0,0.0,1,10.9984431,-74.820031
04/14/2015 12:00:00 AM,2015,4,Mar,10:10:00:AM,Solo daños,Choque,CR 49C CL 80 104,0.0,0.0,1,11.0015453,-74.81408640000002
04/14/2015 12:00:00 AM,2015,4,Mar,10:20:00:AM,Solo daños,Choque,CRA 52 CLLE 106,0.0,0.0,1,11.0164434,-74.835195
04/14/2015 12:00:00 AM,2015,4,Mar,11:40:00:AM,Solo daños,Choque,CRA 47 CLLE 76,0.0,0.0,1,10.9974724,-74.80969689999998
04/15/2015 12:00:00 AM,2015,4,Mié,01:30:00:PM,Solo daños,Choque,CR 38 CL 39,0.0,0.0,1,10.9782601,-74.7823051
04/15/2015 12:00:00 AM,2015,4,Mié,01:40:00:PM,Solo daños,Choque,CRA 60 CLLE 74,0.0,0.0,1,11.0035841,-74.7978057
04/15/2015 12:00:00 AM,2015,4,Mié,02:30:00:PM,Solo daños,Choque,CALLE 100 CR 49C,0.0,0.0,1,11.0094816,-74.83321389999998
04/15/2015 12:00:00 AM,2015,4,Mié,03:00:00:PM,Solo daños,Choque,CLLE 59 CRA 59,0.0,0.0,1,10.9947724,-74.7919311
04/15/2015 12:00:00 AM,2015,4,Mié,04:30:00:PM,Solo daños,Choque,CLLE 30 CRA 22,0.0,0.0,1,10.9610955,-74.78444920000003
04/15/2015 12:00:00 AM,2015,4,Mié,05:20:00:PM,Solo daños,Choque,CR 31 CL 65,0.0,0.0,1,10.9793008,-74.804513
04/15/2015 12:00:00 AM,2015,4,Mié,06:40:00:AM,Solo daños,Choque,AVENIDA 47 CLLE 76,0.0,0.0,1,11.003426800000002,-74.8048163
04/15/2015 12:00:00 AM,2015,4,Mié,06:50:00:PM,Solo daños,Choque,CLLE 30 CRA 8,0.0,0.0,1,10.9468864,-74.7848518
04/15/2015 12:00:00 AM,2015,4,Mié,07:00:00:AM,Solo daños,Choque,CLLE 72 CRA 57,0.0,0.0,1,11.0006366,-74.7992663
04/15/2015 12:00:00 AM,2015,4,Mié,08:30:00:AM,Solo daños,Choque,CR 77 VIA 40,0.0,0.0,1,11.0215868,-74.79971450000002
04/15/2015 12:00:00 AM,2015,4,Mié,08:30:00:AM,Solo daños,Choque,CRA 50 CLLE 106,0.0,0.0,1,11.0132094,-74.83650949999998
04/15/2015 12:00:00 AM,2015,4,Mié,09:30:00:AM,Con heridos,Choque,CRA 30 CLLE 50,1.0,0.0,1,10.973218,-74.7931053
04/15/2015 12:00:00 AM,2015,4,Mié,10:00:00:AM,Solo daños,Choque,CR 53 64 72,0.0,0.0,1,10.995676800000002,-74.7962333
